Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
LeftDG0994,41.5896,7.5857,1.534e-17,1.240e-17,5.990e-18,46.7598,-1416.47
LeftDG0995,41.7469,8.0075,2.025e-17,1.607e-17,6.376e-18,53.8552,-1416.63
LeftDG0996,42.0829,7.9759,9.019e-18,8.719e-18,3.995e-18,51.6099,-1416.68
LeftDG0997,41.9396,7.5149,1.261e-17,1.093e-17,5.051e-18,46.3772,-1416.6
LeftDG0998,42.4796,7.9221,1.264e-17,9.966e-18,4.862e-18,54.8382,-1416.53
LeftDG0999,42.2165,7.6314,1.030e-17,9.660e-18,3.913e-18,88.3182,-1416.81
LeftDG1000,41.7654,7.9917,1.459e-17,1.162e-17,5.433e-18,60.4223,-1416.56
LeftDG1001,42.0704,7.5076,9.949e-18,8.214e-18,3.614e-18,84.9857,-1416.68
LeftDG1002,41.5875,8.2589,1.521e-17,1.157e-17,5.506e-18,64.8907,-1416.89
LeftDG1003,41.9849,7.2647,1.498e-17,1.200e-17,5.177e-18,60.6988,-1416.58
LeftDG1004,42.2916,7.7975,1.318e-17,1.139e-17,5.300e-18,64.0128,-1416.47
LeftDG1005,41.9391,7.5494,9.485e-18,7.090e-18,3.141e-18,60.302,-1416.2
LeftDG1006,42.1806,7.4473,1.552e-17,1.277e-17,5.299e-18,57.4835,-1416.27
LeftDG1007,42.0368,7.7878,9.167e-18,7.664e-18,3.834e-18,89.9063,-1416.34
LeftDG1008,42.0650,8.0097,9.705e-18,8.427e-18,3.253e-18,72.5898,-1416.49
LeftDG1009,41.2505,7.4702,1.431e-17,1.342e-17,5.323e-18,60.2623,-1416.46
LeftDG1010,42.0759,8.0032,1.016e-17,8.057e-18,4.225e-18,89.2967,-1416.63
LeftDG1011,41.5783,7.5129,1.544e-17,1.220e-17,5.848e-18,54.7976,-1416.17
LeftDG1012,42.5943,7.5372,1.538e-17,1.249e-17,5.962e-18,47.187,-1416.88
LeftDG1013,41.4728,7.8444,1.511e-17,1.000e-17,5.216e-18,51.6564,-1416.91
LeftDG1014,41.3178,7.5830,1.230e-17,1.112e-17,5.126e-18,44.0793,-1416.27
LeftDG1015,41.6357,7.5016,1.347e-17,1.081e-17,4.933e-18,52.8984,-1416.38
LeftDG1016,41.5497,7.3283,1.399e-17,1.043e-17,4.264e-18,48.1688,-1416.57
LeftDG1017,41.8280,7.6065,1.488e-17,1.230e-17,5.536e-18,53.2924,-1416.88
LeftDG1025,28.0756,-28.2549,7.067e-18,6.235e-18,2.784e-18,91.6173,-1624.82
LeftDG1026,27.9746,-28.2809,1.100e-17,9.023e-18,4.034e-18,48.3686,-1624.58
LeftDG1027,28.1085,-28.2442,1.343e-17,1.037e-17,4.808e-18,52.2379,-1624.72
LeftDG1028,28.1681,-28.2928,1.145e-17,9.707e-18,3.958e-18,41.1005,-1624.62
LeftDG1029,28.1219,-28.2435,1.203e-17,9.727e-18,4.642e-18,39.3986,-1624.68
LeftDG1030,28.0076,-28.0979,9.580e-18,8.001e-18,4.084e-18,47.3611,-1624.71
LeftDG1031,28.0178,-28.3532,1.065e-17,9.192e-18,4.094e-18,52.3647,-1624.9
LeftDG1114,22.2983,-18.3555,4.915e-17,3.780e-17,1.214e-17,227.8992,-1203.99
LeftDG1115,22.4619,-18.5926,1.864e-17,1.417e-17,6.641e-18,52.8728,-1204.07
LeftDG1116,22.2863,-18.0852,1.809e-17,1.485e-17,6.403e-18,66.1442,-1204.37
LeftDG1117,22.3915,-18.1387,1.770e-17,1.422e-17,6.175e-18,54.6917,-1204.61
LeftDG1118,22.5897,-18.5505,1.626e-17,1.424e-17,5.854e-18,56.7345,-1204.11
LeftDG1119,22.2887,-18.1697,1.622e-17,1.400e-17,6.538e-18,56.2878,-1204.32
LeftDG1120,22.3688,-18.5353,1.710e-17,1.475e-17,5.701e-18,47.8066,-1204.36
LeftDG1121,22.4269,-18.6010,1.921e-17,1.604e-17,7.815e-18,65.3818,-1204.12
LeftDG1122,22.0345,-18.3578,1.268e-17,1.077e-17,4.157e-18,75.3559,-1204.11
LeftDG1123,22.1808,-18.4196,1.792e-17,1.478e-17,6.891e-18,71.8305,-1204.15
LeftDG1124,22.5509,-18.5758,1.843e-17,1.460e-17,7.542e-18,64.8516,-1204.28
LeftDG1179,-29.6632,29.1471,4.751e-17,3.639e-17,1.327e-17,66.9828,-1222.7
LeftDG1180,-29.9326,29.1817,1.893e-17,1.495e-17,6.264e-18,68.8748,-1222.2
LeftDG1181,-29.6262,29.5012,1.892e-17,1.395e-17,6.857e-18,63.4289,-1222.81
LeftDG1182,-29.3739,29.4785,1.977e-17,1.684e-17,7.765e-18,56.2529,-1222.2
LeftDG1183,-29.8210,29.4271,1.458e-17,1.226e-17,5.297e-18,99.6579,-1222.46
LeftDG1184,-29.2458,29.0639,1.888e-17,1.691e-17,7.364e-18,64.8398,-1222.77
LeftDG1185,-29.6288,29.6653,1.864e-17,1.558e-17,6.949e-18,63.2493,-1222.4
LeftDG1186,-29.5910,29.1735,1.743e-17,1.436e-17,6.236e-18,55.7885,-1222.5
LeftDG1187,-29.4175,29.1156,1.803e-17,1.502e-17,7.463e-18,62.7669,-1222.26
LeftDG1188,-29.7578,29.3825,1.215e-17,9.844e-18,4.667e-18,67.7013,-1222.4
LeftDG1189,-29.8028,29.0653,1.401e-17,1.109e-17,5.550e-18,106.3433,-1222.68
LeftDG1190,-29.9926,29.4757,1.689e-17,1.461e-17,6.937e-18,60.2977,-1222.26
LeftDG1191,-30.0452,28.9742,1.294e-17,1.049e-17,4.990e-18,62.2748,-1222.78
LeftDG1192,-30.0847,28.8025,2.632e-17,1.912e-17,8.404e-18,69.6696,-1222.18
LeftDG1193,-29.7779,29.4291,1.732e-17,1.444e-17,6.611e-18,67.6119,-1222.09
LeftDG1194,-30.2043,29.3448,1.773e-17,1.348e-17,6.391e-18,59.3743,-1222.53
LeftDG1195,-29.4139,29.2824,1.219e-17,9.754e-18,5.195e-18,79.3097,-1222.42
LeftDG1196,-29.5499,29.1164,1.559e-17,1.335e-17,6.158e-18,56.4255,-1222.24
LeftDG1210,-30.7197,38.0158,1.432e-17,1.321e-17,6.516e-18,170.1877,-1072.32
LeftDG1211,-30.7670,37.7711,2.447e-17,1.863e-17,8.612e-18,74.7573,-1072.09
LeftDG1212,-30.6329,38.3026,2.417e-17,1.858e-17,8.417e-18,59.2804,-1072.26
LeftDG1213,-30.7087,38.2740,2.516e-17,1.828e-17,8.072e-18,70.1364,-1072.11
LeftDG1214,-30.9332,38.1399,2.299e-17,1.741e-17,8.370e-18,51.171,-1072.04
LeftDG1215,-30.6858,38.1271,1.746e-17,1.296e-17,6.290e-18,64.7095,-1072.25
LeftDG1216,-30.8257,37.8679,2.242e-17,1.994e-17,9.046e-18,80.2651,-1072.15
LeftDG1217,4.0169,18.5002,2.050e-17,1.625e-17,8.149e-18,96.9573,-863.6
LeftDG1224,24.0231,23.5602,6.500e-17,4.991e-17,1.760e-17,166.0299,-939.15
LeftDG1225,24.0808,23.7369,1.630e-17,1.471e-17,6.276e-18,72.2575,-939.16
LeftDG1226,24.1264,23.6293,2.313e-17,1.866e-17,8.789e-18,66.6503,-939.34
LeftDG1227,23.8614,23.6296,3.082e-17,2.731e-17,1.082e-17,63.5546,-939.22
LeftDG1228,23.9448,23.3023,2.246e-17,1.745e-17,8.479e-18,70.1407,-939.37
LeftDG1229,23.6836,23.4836,2.301e-17,1.954e-17,9.113e-18,68.0503,-939.04
LeftDG1230,24.0898,23.7535,2.379e-17,1.801e-17,8.146e-18,66.2042,-939.21
LeftDG1231,24.0287,23.4641,1.540e-17,1.323e-17,6.070e-18,132.9446,-939.33
LeftDG1232,24.3475,23.4097,2.240e-17,1.965e-17,8.980e-18,60.8203,-938.97
LeftDG1233,24.3398,23.4139,2.692e-17,2.152e-17,8.687e-18,69.4136,-939.3
LeftDG1234,16.1521,21.5936,1.003e-17,8.660e-18,3.851e-18,51.4366,-1344.25
LeftDG1235,16.3031,21.7011,1.071e-17,8.952e-18,3.481e-18,40.7523,-1344.2
LeftDG1236,16.1585,21.4889,1.398e-17,1.144e-17,5.653e-18,72.1617,-1344.29
LeftDG1237,16.1292,21.6011,1.420e-17,1.212e-17,4.942e-18,71.8716,-1344.25
LeftDG1285,-0.8823,13.0274,5.875e-17,4.609e-17,1.636e-17,182.4835,-1060.72
LeftDG1286,-0.7988,13.0881,2.220e-17,1.634e-17,8.335e-18,74.0332,-1060.51
LeftDG1287,-0.6286,13.1457,2.422e-17,1.721e-17,8.322e-18,75.7468,-1060.48
LeftDG1288,-0.8558,12.7770,2.102e-17,1.698e-17,7.647e-18,60.5517,-1060.65
LeftDG1289,-1.1480,13.2172,2.130e-17,1.689e-17,7.689e-18,67.1507,-1060.43
LeftDG1290,-1.0276,13.0850,1.440e-17,1.142e-17,5.239e-18,148.2112,-1060.4
LeftDG1291,-0.6287,13.0364,1.579e-17,1.249e-17,5.366e-18,105.3849,-1060.75
LeftDG1292,-0.9937,13.2318,2.149e-17,1.786e-17,7.852e-18,66.5351,-1060.74
LeftDG1293,-0.9417,12.9936,2.293e-17,1.998e-17,9.548e-18,69.7316,-1060.75
LeftDG1294,-0.7196,13.3772,2.393e-17,1.822e-17,8.546e-18,76.0531,-1060.36
LeftDG1295,-1.0771,13.1635,2.090e-17,1.832e-17,6.840e-18,56.9341,-1060.51
LeftDG1296,-0.8362,12.9301,2.546e-17,1.892e-17,8.680e-18,76.9562,-1060.65
LeftDG1297,-0.8841,12.9796,2.269e-17,1.707e-17,7.358e-18,56.0553,-1060.56
LeftDG1298,-0.8919,13.1503,2.091e-17,1.563e-17,6.952e-18,64.8736,-1060.34
LeftDG1299,-1.2284,12.8804,2.261e-17,1.718e-17,9.077e-18,70.3445,-1060.53
LeftDG1300,-0.8628,12.5925,2.800e-17,2.515e-17,1.030e-17,81.9028,-1060.23
LeftDG1301,-1.0486,13.2452,2.210e-17,1.735e-17,7.542e-18,54.0304,-1060.39
LeftDG1302,-0.9000,13.1691,2.413e-17,1.831e-17,8.752e-18,74.9311,-1060.89
LeftDG1303,-0.7708,13.3504,2.129e-17,1.569e-17,7.275e-18,64.9844,-1060.73
LeftDG1312,36.3288,33.2102,3.627e-17,2.531e-17,1.451e-17,94.3401,-821.72
LeftDG1313,36.3167,33.1489,3.591e-17,2.986e-17,1.278e-17,98.2534,-821.38
LeftDG1314,-24.7463,5.3379,7.559e-17,6.013e-17,2.028e-17,146.6761,-973.78
LeftDG1315,-24.5197,5.7876,1.755e-17,1.456e-17,6.425e-18,95.3256,-974.28
LeftDG1316,-24.6527,5.2149,2.859e-17,2.581e-17,1.105e-17,78.7524,-974.13
LeftDG1317,-24.7928,5.3454,1.748e-17,1.551e-17,7.227e-18,125.7322,-974.19
LeftDG1318,-24.5340,4.7998,3.992e-17,3.127e-17,1.264e-17,75.7733,-974.09
LeftDG1319,-24.5399,5.4615,2.668e-17,2.196e-17,9.141e-18,66.0275,-973.96
LeftDG1320,-24.8265,5.6619,3.430e-17,3.490e-17,1.217e-17,77.2055,-973.98
LeftDG1321,-25.2940,5.2760,1.800e-17,1.508e-17,6.143e-18,103.2423,-974.07
LeftDG1322,-24.7602,5.6118,2.701e-17,2.234e-17,8.370e-18,66.5885,-973.82
LeftDG1323,-25.0391,5.5292,2.849e-17,2.313e-17,1.054e-17,104.7137,-973.64
LeftDG1324,-25.3735,5.4830,1.970e-17,1.531e-17,7.294e-18,59.627,-974.17
LeftDG1325,-24.3565,5.2386,1.853e-17,1.449e-17,6.333e-18,97.0281,-973.94
LeftDG1326,-24.9296,5.1312,1.855e-17,1.534e-17,7.077e-18,141.5588,-973.91
LeftDG1327,-25.1113,5.2073,2.690e-17,2.326e-17,1.056e-17,92.6736,-974.1
LeftDG1328,-24.1804,5.3360,3.022e-17,2.652e-17,1.138e-17,86.4532,-973.69
LeftDG1329,-24.8334,5.9536,2.688e-17,2.075e-17,9.588e-18,67.7957,-974.05
LeftDG1330,-24.4434,5.4024,2.495e-17,2.131e-17,8.768e-18,59.562,-973.59
LeftDG1331,-24.3644,5.5022,2.883e-17,2.366e-17,1.011e-17,89.9802,-973.89
LeftDG1332,-24.5803,5.0385,2.851e-17,2.525e-17,1.021e-17,87.0207,-973.69
LeftDG1333,-24.5407,4.9415,1.777e-17,1.517e-17,6.667e-18,116.869,-974.14
LeftDG1334,-25.1413,5.1526,1.878e-17,1.578e-17,6.713e-18,117.5177,-973.54
LeftDG1335,-24.9698,5.4061,2.590e-17,2.324e-17,9.809e-18,86.8284,-973.78
LeftDG1336,-24.1184,4.9338,2.939e-17,2.325e-17,1.236e-17,87.5185,-973.69
LeftDG1392,-31.0099,-19.1682,7.359e-18,6.623e-18,2.791e-18,68.4142,-1531.71
LeftDG1393,-31.0604,-19.2841,1.025e-17,9.476e-18,3.879e-18,40.5928,-1531.41
LeftDG1394,-30.9974,-19.1851,1.211e-17,9.170e-18,4.708e-18,47.3261,-1531.69
LeftDG1395,-31.0849,-19.1989,7.910e-18,6.276e-18,2.879e-18,56.7957,-1531.63
LeftDG1396,-30.9469,-19.1736,1.093e-17,9.791e-18,4.228e-18,38.3182,-1531.65
LeftDG1439,19.7963,-27.4581,3.199e-17,2.281e-17,1.144e-17,117.6982,-718.57
