Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BottomDG0718,-2.3104,-11.7222,4.586e-17,3.605e-17,1.560e-17,127.8639,-579.77
BottomDG0719,-2.3183,-11.6011,7.017e-17,5.522e-17,2.500e-17,116.1578,-580.13
BottomDG0720,-2.7356,-11.5194,5.288e-17,4.526e-17,2.130e-17,91.8014,-579.86
BottomDG0721,-2.7312,-11.8223,6.361e-17,5.061e-17,2.192e-17,142.9009,-580.06
BottomDG0722,-2.5047,-11.9517,6.805e-17,5.909e-17,2.487e-17,122.9484,-580.29
BottomDG0723,-2.9072,-11.7462,8.871e-17,7.133e-17,2.986e-17,106.8247,-580.03
BottomDG0795,23.7229,-19.2492,5.342e-17,4.071e-17,1.355e-17,112.1723,-1117.92
BottomDG0796,23.6225,-19.1798,1.866e-17,1.587e-17,6.320e-18,54.2695,-1118.42
BottomDG0797,23.6179,-19.1056,2.030e-17,1.583e-17,7.276e-18,68.4545,-1118.33
BottomDG0798,23.4866,-18.9869,1.926e-17,1.661e-17,7.100e-18,61.0052,-1117.9
BottomDG0799,23.6787,-19.2021,1.244e-17,1.188e-17,4.871e-18,151.0336,-1118.02
BottomDG0800,23.7222,-19.1855,1.303e-17,1.215e-17,5.281e-18,143.1453,-1118.05
BottomDG0801,24.0507,-19.3004,1.881e-17,1.530e-17,7.642e-18,55.6639,-1118.2
BottomDG0802,23.6412,-19.5155,2.007e-17,1.599e-17,6.696e-18,65.4142,-1117.71
BottomDG0803,23.8048,-19.3999,1.942e-17,1.619e-17,7.846e-18,66.2234,-1117.61
BottomDG0804,23.9080,-19.2906,2.272e-17,1.822e-17,7.679e-18,64.927,-1117.83
BottomDG0805,23.8267,-19.4176,3.000e-17,2.137e-17,9.076e-18,69.0405,-1118.27
BottomDG0806,23.8300,-19.1285,1.317e-17,1.136e-17,5.331e-18,75.5532,-1117.61
BottomDG0807,23.7886,-18.9192,2.211e-17,1.750e-17,7.601e-18,70.4989,-1118.34
BottomDG0808,23.5993,-18.9603,1.859e-17,1.739e-17,6.954e-18,67.9331,-1118.2
BottomDG0809,23.5960,-19.4202,1.918e-17,1.650e-17,8.211e-18,70.2801,-1117.93
BottomDG0908,-1.1703,0.8622,1.163e-17,8.802e-18,4.446e-18,69.9674,-1251.5
BottomDG0913,11.3660,-17.6707,5.028e-17,3.791e-17,1.446e-17,111.2496,-1176.84
BottomDG0914,11.4732,-17.6677,2.817e-17,2.126e-17,8.291e-18,56.3365,-1177.02
BottomDG0915,11.3061,-17.6683,1.393e-17,1.145e-17,5.544e-18,68.0267,-1176.97
BottomDG0916,11.5052,-17.5055,2.010e-17,1.560e-17,6.994e-18,68.6438,-1176.8
BottomDG0917,11.6143,-17.8335,2.181e-17,1.642e-17,7.705e-18,59.7362,-1176.72
BottomDG0918,11.4158,-17.4790,1.973e-17,1.775e-17,7.747e-18,59.2683,-1177.07
BottomDG0919,11.2765,-17.5829,1.324e-17,1.026e-17,4.694e-18,78.0585,-1177.15
BottomDG0920,11.5046,-17.6055,2.203e-17,1.631e-17,7.907e-18,64.8373,-1176.74
BottomDG0921,11.1960,-17.6740,1.903e-17,1.733e-17,7.309e-18,66.3894,-1177.04
BottomDG0922,11.4362,-17.7981,1.764e-17,1.564e-17,6.689e-18,60.2561,-1177.01
BottomDG0923,11.3798,-17.6755,1.769e-17,1.454e-17,5.980e-18,62.5852,-1176.92
BottomDG0924,11.5271,-17.6572,1.992e-17,1.565e-17,7.552e-18,74.8677,-1177.13
BottomDG0939,-14.2640,40.7528,2.819e-17,2.347e-17,1.103e-17,108.8669,-786.07
BottomDG0992,-4.2986,13.1523,6.542e-18,6.098e-18,2.682e-18,45.1428,-1652.47
BottomDG1042,-21.5900,11.7999,1.598e-17,1.279e-17,5.734e-18,123.091,-1171.44
BottomDG1043,-21.6920,11.8358,2.169e-17,1.651e-17,7.753e-18,68.4483,-1171.55
BottomDG1044,-21.5738,11.7888,1.960e-17,1.551e-17,7.104e-18,61.1407,-1171.15
BottomDG1045,-21.6645,11.8416,2.810e-17,2.142e-17,9.111e-18,70.0812,-1171.07
BottomDG1046,-21.5337,11.8550,1.747e-17,1.753e-17,8.504e-18,66.1709,-1171.31
BottomDG1047,-21.6260,11.8919,2.032e-17,1.673e-17,7.186e-18,55.7396,-1171.27
BottomDG1048,-14.1931,-7.5841,3.010e-17,2.500e-17,8.362e-18,139.3233,-1637.74
BottomDG1049,-13.9273,-7.7097,9.374e-18,8.414e-18,3.749e-18,44.6847,-1637.9
BottomDG1050,-14.3503,-7.7285,1.036e-17,8.729e-18,4.142e-18,52.4431,-1637.81
BottomDG1051,-14.3779,-7.4288,1.079e-17,8.842e-18,4.219e-18,42.1525,-1637.89
BottomDG1052,-13.9674,-7.5062,1.019e-17,8.904e-18,3.655e-18,35.8068,-1637.77
BottomDG1053,-14.0512,-7.3065,1.037e-17,8.832e-18,3.829e-18,41.8816,-1638.04
BottomDG1054,-14.1925,-7.4638,1.550e-17,1.236e-17,5.367e-18,44.1526,-1637.89
BottomDG1055,-14.2504,-7.7702,7.587e-18,5.723e-18,2.799e-18,71.4692,-1638.35
BottomDG1056,-14.5123,-7.6222,1.409e-17,1.087e-17,5.334e-18,40.1801,-1638.27
BottomDG1057,-14.2289,-7.3741,1.031e-17,8.689e-18,3.846e-18,49.439,-1638.19
BottomDG1058,-13.9488,-7.6892,1.162e-17,1.017e-17,4.221e-18,51.0024,-1637.93
BottomDG1059,-13.9897,-7.7730,1.102e-17,1.001e-17,4.161e-18,49.7714,-1637.91
BottomDG1060,-14.4580,-7.6881,9.737e-18,8.447e-18,3.806e-18,45.0012,-1638.13
BottomDG1061,-14.1419,-7.6316,9.982e-18,9.034e-18,3.739e-18,49.689,-1638.32
BottomDG1062,-13.8805,-7.4041,1.009e-17,8.890e-18,3.824e-18,41.7753,-1638.21
BottomDG1063,-14.4657,-7.5959,1.125e-17,1.081e-17,4.648e-18,56.7848,-1638.26
BottomDG1064,-13.8469,-7.5236,1.026e-17,8.921e-18,4.371e-18,49.6942,-1637.86
BottomDG1065,-14.2991,-7.5823,7.979e-18,5.684e-18,2.661e-18,71.5489,-1638.14
BottomDG1066,-14.1025,-7.7236,1.118e-17,8.891e-18,4.378e-18,48.8663,-1638.37
BottomDG1067,-14.1967,-7.3733,1.076e-17,9.101e-18,4.169e-18,47.1009,-1638.09
BottomDG1068,-14.2102,-7.3230,7.829e-18,6.261e-18,2.994e-18,48.5718,-1638.02
BottomDG1113,-27.8774,-5.3553,2.153e-17,1.831e-17,8.704e-18,88.6657,-926.92
BottomDG1151,27.5713,6.4352,5.058e-17,4.295e-17,1.921e-17,151.2592,-570.12
BottomDG1168,40.4025,-6.0666,1.176e-17,8.916e-18,4.770e-18,55.982,-1257.98
BottomDG1220,27.8568,35.6355,1.565e-17,1.308e-17,5.386e-18,42.2423,-1593.26
BottomDG1221,27.8680,35.5562,1.036e-17,9.501e-18,4.176e-18,44.8335,-1592.93
BottomDG1222,27.6641,35.4787,1.102e-17,9.642e-18,4.107e-18,44.9469,-1593.1
BottomDG1223,27.8614,35.5322,1.154e-17,9.658e-18,4.528e-18,47.4232,-1592.83
BottomDG1259,10.1963,-6.8779,7.604e-18,6.570e-18,3.079e-18,84.3569,-1599.45
BottomDG1260,10.2551,-6.9206,1.037e-17,7.689e-18,4.042e-18,48.5078,-1599.65
BottomDG1261,10.1420,-6.9137,1.016e-17,8.533e-18,3.847e-18,46.9733,-1599.35
BottomDG1262,10.0846,-6.8344,1.612e-17,1.211e-17,4.966e-18,43.2006,-1599.57
BottomDG1263,10.1556,-6.9288,1.463e-17,1.225e-17,4.782e-18,43.4636,-1599.39
BottomDG1264,10.2422,-6.9782,9.780e-18,7.761e-18,3.855e-18,43.8896,-1599.27
BottomDG1265,10.1900,-6.8979,1.135e-17,9.137e-18,4.123e-18,51.762,-1599.47
BottomDG1266,10.1491,-6.8924,1.050e-17,8.742e-18,3.640e-18,39.4448,-1599.66
BottomDG1311,41.8110,19.2927,1.686e-17,1.289e-17,5.839e-18,79.0442,-1025.0
BottomDG1412,19.7368,-38.8665,2.732e-17,2.334e-17,1.006e-17,108.2014,-736.61
BottomDG1437,4.5279,-34.9068,9.968e-18,8.228e-18,3.763e-18,38.1367,-1675.32
BottomDG1438,4.5141,-34.8347,7.099e-18,6.442e-18,2.924e-18,47.8068,-1675.4
