Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
TopDG0856,13.0615,-13.9098,1.351e-17,1.083e-17,4.788e-18,69.5379,-1084.78
TopDG0857,13.0565,-13.8244,1.994e-17,1.488e-17,7.673e-18,62.7022,-1084.8
TopDG0858,13.5800,-13.8147,2.059e-17,1.779e-17,7.488e-18,77.5785,-1084.96
TopDG0859,13.3224,-13.7545,1.469e-17,1.123e-17,5.502e-18,69.5676,-1084.9
TopDG0860,12.8751,-13.4618,2.060e-17,1.616e-17,6.738e-18,52.3101,-1084.93
TopDG0861,13.5065,-13.2844,1.275e-17,1.083e-17,4.548e-18,76.931,-1084.8
TopDG0862,13.0673,-13.6794,1.219e-17,1.105e-17,5.010e-18,138.0639,-1084.96
TopDG0863,13.5756,-13.4617,2.085e-17,1.774e-17,7.436e-18,76.0925,-1084.37
TopDG0864,12.9765,-13.9038,1.949e-17,1.673e-17,7.081e-18,68.3575,-1084.44
TopDG0865,13.1918,-13.6555,1.791e-17,1.671e-17,7.200e-18,62.9239,-1084.5
TopDG0866,13.7288,-13.6074,1.851e-17,1.463e-17,6.431e-18,53.5438,-1084.55
TopDG0867,13.4742,-13.8007,1.990e-17,1.498e-17,7.032e-18,58.2338,-1084.62
TopDG0868,12.9182,-13.7968,1.957e-17,1.683e-17,8.460e-18,76.6402,-1085.05
TopDG0869,13.5999,-13.9217,1.990e-17,1.905e-17,7.180e-18,58.5687,-1084.56
TopDG0870,13.0804,-13.5889,1.842e-17,1.580e-17,7.516e-18,60.7443,-1084.8
TopDG1094,-24.6192,4.9859,2.831e-17,2.107e-17,7.323e-18,105.1086,-1633.72
TopDG1095,-24.5264,5.2014,1.015e-17,8.305e-18,3.331e-18,44.0087,-1633.56
TopDG1096,-24.8404,4.9967,1.092e-17,9.061e-18,4.046e-18,51.0105,-1633.82
TopDG1097,-24.4173,4.9915,1.058e-17,8.273e-18,3.533e-18,33.4978,-1633.41
TopDG1098,-24.6922,5.2015,1.043e-17,8.239e-18,3.963e-18,42.6062,-1633.66
TopDG1099,-24.9666,5.1089,9.072e-18,7.899e-18,4.047e-18,47.5604,-1633.57
TopDG1100,-24.4505,4.7328,1.025e-17,8.541e-18,4.069e-18,44.0142,-1633.64
TopDG1101,-24.2579,4.8611,6.682e-18,5.945e-18,2.741e-18,52.18,-1633.66
TopDG1102,-24.6369,5.1174,9.646e-18,7.993e-18,3.843e-18,44.3375,-1633.9
TopDG1103,-24.5919,4.9153,6.563e-18,6.108e-18,2.729e-18,70.1995,-1633.75
TopDG1104,-24.5768,4.8895,7.783e-18,6.549e-18,3.088e-18,78.0432,-1633.88
TopDG1105,-24.6360,4.7865,7.079e-18,6.100e-18,2.990e-18,46.37,-1633.79
TopDG1106,-24.5598,4.9084,6.624e-18,5.874e-18,2.624e-18,61.6029,-1634.06
TopDG1107,-24.8569,5.1923,9.713e-18,8.706e-18,4.050e-18,43.319,-1633.48
TopDG1108,-24.5671,5.0122,1.072e-17,9.454e-18,4.235e-18,45.0683,-1633.75
TopDG1109,-24.4809,4.8522,1.031e-17,9.339e-18,3.602e-18,49.2476,-1633.66
TopDG1110,-24.5791,4.7294,1.028e-17,9.217e-18,4.378e-18,47.6726,-1633.61
TopDG1111,-24.8941,4.9346,1.467e-17,1.242e-17,5.156e-18,40.7987,-1633.85
TopDG1112,-24.5503,5.2822,1.457e-17,1.184e-17,4.750e-18,44.7442,-1633.92
TopDG1169,-28.9168,-36.5364,7.036e-18,5.458e-18,2.570e-18,99.8694,-1679.22
TopDG1170,-28.7831,-36.4062,1.031e-17,8.917e-18,3.901e-18,50.4489,-1679.12
TopDG1171,-28.8268,-36.3377,9.860e-18,7.946e-18,3.383e-18,41.7807,-1679.2
TopDG1172,-28.7113,-36.4271,1.109e-17,9.350e-18,4.115e-18,43.6192,-1679.31
TopDG1173,-29.0039,-36.4652,1.036e-17,7.776e-18,3.505e-18,41.8437,-1679.21
TopDG1174,-28.8198,-36.4034,1.006e-17,9.082e-18,3.581e-18,43.6952,-1679.06
TopDG1175,-29.0851,-36.6176,1.008e-17,7.606e-18,4.109e-18,42.1965,-1679.45
TopDG1218,35.3877,34.1782,1.131e-17,9.029e-18,4.286e-18,43.2052,-1507.99
TopDG1219,35.3770,34.2283,8.324e-18,6.555e-18,2.947e-18,52.024,-1508.09
TopDG1267,3.2200,18.6870,1.625e-17,1.359e-17,6.267e-18,58.8936,-1190.84
TopDG1268,3.1870,18.7461,1.820e-17,1.505e-17,7.807e-18,65.5057,-1190.97
TopDG1269,3.1426,18.7524,1.830e-17,1.546e-17,6.590e-18,63.5287,-1191.23
TopDG1270,-32.1119,5.8057,1.714e-15,1.157e-15,3.985e-16,699.5792,-175.98
TopDG1271,-31.1211,5.4223,6.966e-16,5.594e-16,2.451e-16,373.0514,-175.92
TopDG1272,-34.4113,6.0997,4.190e-16,3.572e-16,1.625e-16,442.9252,-175.86
TopDG1273,-31.8666,7.4761,6.940e-16,4.490e-16,2.272e-16,381.5067,-175.74
TopDG1274,-30.7895,4.6189,5.851e-16,5.084e-16,1.896e-16,340.59,-175.83
TopDG1275,-31.1232,6.1900,6.183e-16,5.267e-16,2.242e-16,351.2501,-175.93
TopDG1276,-33.5920,6.1261,6.715e-16,4.832e-16,2.097e-16,349.8496,-175.8
TopDG1277,-33.3193,7.2624,6.515e-16,5.077e-16,2.147e-16,459.5292,-175.91
TopDG1278,-33.2527,5.3423,4.412e-16,3.485e-16,1.421e-16,448.2233,-175.88
TopDG1279,-30.2688,5.3605,5.784e-16,4.760e-16,2.092e-16,382.3927,-175.64
TopDG1280,-33.5586,7.8887,6.007e-16,5.822e-16,2.204e-16,403.5876,-175.85
TopDG1281,-32.4467,5.9347,7.206e-16,5.558e-16,2.431e-16,409.605,-175.69
TopDG1282,-33.6580,5.8877,5.760e-16,4.991e-16,2.062e-16,391.5076,-175.9
TopDG1337,-6.2635,-7.9951,9.504e-18,7.991e-18,3.493e-18,72.2594,-1385.08
TopDG1338,-6.3073,-7.9006,1.461e-17,1.053e-17,5.330e-18,48.508,-1384.59
TopDG1339,-6.3012,-7.9151,1.529e-17,1.128e-17,5.718e-18,36.0267,-1385.02
TopDG1340,-6.2639,-8.0393,1.396e-17,1.128e-17,5.467e-18,76.5475,-1384.85
TopDG1341,-6.2598,-8.0187,1.464e-17,1.169e-17,4.881e-18,64.1669,-1384.79
TopDG1377,-40.9614,1.5772,4.123e-17,3.273e-17,1.298e-17,240.12,-1221.02
TopDG1378,-41.0214,1.2551,1.720e-17,1.373e-17,6.267e-18,50.8812,-1221.28
TopDG1379,-41.1753,1.8492,1.847e-17,1.274e-17,6.020e-18,47.9942,-1221.27
TopDG1380,-40.9874,1.4903,1.755e-17,1.553e-17,6.472e-18,52.3794,-1221.5
TopDG1381,-41.0251,1.7787,1.763e-17,1.465e-17,7.073e-18,58.2825,-1221.35
TopDG1382,-40.7038,1.7009,1.142e-17,1.057e-17,4.484e-18,64.5312,-1220.96
TopDG1383,-41.0474,1.8697,1.511e-17,1.255e-17,5.436e-18,53.2988,-1221.25
TopDG1384,-40.9616,1.4428,1.504e-17,1.419e-17,6.471e-18,70.8896,-1221.15
TopDG1385,-40.8028,1.7080,1.632e-17,1.525e-17,6.705e-18,66.5274,-1221.47
TopDG1386,-40.8144,1.3569,1.528e-17,1.240e-17,6.429e-18,58.3274,-1221.48
TopDG1387,-41.0499,1.6828,1.493e-17,1.244e-17,5.310e-18,55.2078,-1221.2
TopDG1388,-41.1643,1.5505,1.661e-17,1.381e-17,6.534e-18,43.9144,-1221.34
TopDG1389,-40.8830,2.0011,1.220e-17,1.022e-17,4.558e-18,53.5027,-1221.28
TopDG1390,-40.6347,1.4682,2.274e-17,1.856e-17,7.251e-18,60.275,-1220.98
TopDG1413,-26.4333,18.1900,1.182e-16,9.274e-17,3.010e-17,343.3216,-637.38
TopDG1414,-26.1350,18.2876,4.340e-17,3.559e-17,1.699e-17,101.3097,-637.08
TopDG1415,-25.4296,18.0367,4.781e-17,3.754e-17,1.680e-17,106.8464,-637.22
TopDG1416,-25.3193,18.0750,4.844e-17,3.468e-17,1.500e-17,96.4653,-637.39
TopDG1417,-26.5994,18.5316,3.100e-17,2.638e-17,1.119e-17,102.9127,-637.56
TopDG1418,-26.9745,18.3132,4.500e-17,3.634e-17,1.601e-17,85.9743,-637.57
TopDG1419,-25.6305,18.4396,6.977e-17,5.523e-17,2.082e-17,112.7035,-637.08
TopDG1420,-26.4903,17.8510,2.849e-17,2.567e-17,1.133e-17,126.7552,-637.34
TopDG1421,-26.2365,18.2521,4.560e-17,3.320e-17,1.583e-17,89.5142,-637.12
TopDG1422,-26.1775,18.6786,5.203e-17,3.759e-17,1.710e-17,113.182,-637.42
TopDG1423,-27.4391,17.9894,4.395e-17,3.664e-17,1.505e-17,90.3727,-637.21
TopDG1424,-27.1772,17.7511,3.326e-17,2.715e-17,1.217e-17,111.1958,-637.46
TopDG1425,-25.8042,17.4716,4.570e-17,3.923e-17,1.700e-17,108.7058,-637.5
TopDG1426,-25.6666,17.8483,4.594e-17,3.796e-17,1.851e-17,106.7608,-637.11
TopDG1427,-27.1795,18.9746,5.093e-17,4.013e-17,1.843e-17,134.4925,-637.6
TopDG1428,-27.3206,18.0453,4.520e-17,3.915e-17,1.780e-17,112.7419,-637.07
TopDG1429,-26.5849,18.5659,4.630e-17,4.042e-17,1.866e-17,109.7496,-637.08
TopDG1430,-26.0258,18.7970,4.756e-17,3.881e-17,1.536e-17,95.5323,-636.97
TopDG1431,-26.8341,18.9749,4.325e-17,3.646e-17,1.731e-17,95.3399,-637.08
TopDG1432,-26.2365,18.1013,5.071e-17,4.074e-17,1.802e-17,104.726,-637.28
TopDG1433,-25.9541,18.3029,4.546e-17,3.497e-17,1.705e-17,91.2102,-637.2
TopDG1434,-27.0990,17.8371,4.674e-17,4.334e-17,1.898e-17,109.8985,-637.55
TopDG1435,-26.0658,18.0862,4.762e-17,3.656e-17,1.599e-17,93.0412,-637.31
TopDG1436,-26.5360,18.2018,6.094e-17,5.226e-17,2.103e-17,96.5211,-637.11
