Name PL_distance PL_unc MS_distance MS_unc
Cheese-14.3Pizza022.2Galaxy 15543.459037968996 1168.2626871519444 97310.0690946646 126.0806989596676
Cheese-14.4Pizza017.0Galaxy 30201.72985269403 2482.3860486669028 110361.59640429048 142.99103209372396
Cheese-14.501062297872341Pizza12.483173872340426Galaxy 12132.977923035192 1105.444718201733 79660.61682988046 103.21302145720367
Cheese-14.5Pizza012.5Galaxy 12132.977923035192 1105.444718201733 79660.61682988046 103.21302145720367
Cheese-14.95196036671368Pizza20.581760225669957Galaxy 15178.870827561423 1182.2974512059916 85657.68145125239 110.98317418860607
Cheese-15.0Pizza020.6Galaxy 15178.870827561423 1182.2974512059916 85657.68145125239 110.98317418860607
Cheese-15.429350869167429Pizza-12.858523421774931Galaxy 5871.671064720908 705.4123983485961 854.7014388319177 1.1074018938875685
Cheese-15.4Pizza-12.9Galaxy 5871.671064720908 705.4123983485961 854.7014388319177 1.1074018938875685
Cheese-16.753454809160306Pizza16.569279389312978Galaxy 15184.283055000054 1278.361485264216 81888.35044023299 106.0994052949949
Cheese-16.8Pizza016.6Galaxy 15184.283055000054 1278.361485264216 81888.35044023299 106.0994052949949
Cheese-18.44554783505155Pizza16.271724536082473Galaxy 11929.436170418036 1206.914444353769 89769.54515368561 116.31074875979805
Cheese-18.4Pizza016.3Galaxy 11929.436170418036 1206.914444353769 89769.54515368561 116.31074875979805
Cheese-18.7659767691208Pizza18.324251322373122Galaxy 16687.488912727415 1271.8004176186482 86736.08331108898 112.38041562017195
Cheese-18.8Pizza018.3Galaxy 16687.488912727415 1271.8004176186482 86736.08331108898 112.38041562017195
Cheese-28.061648475609754Pizza11.94747850609756Galaxy 2949.7734389136563 251.5120709982178 9610.85596836193 12.45239520807414
Cheese-28.1Pizza011.9Galaxy 2949.7734389136563 251.5120709982178 9610.85596836193 12.45239520807414
Cheese-3.141645060240964Pizza-13.181234698795182Galaxy 16373.957500292454 1482.8579005341671 112912.14205557975 146.29567036430475
Cheese-37.076892441140025Pizza1.9435317224287485Galaxy 20289.988288203367 1628.0889603432167 15480.994343049357 20.058094763693273
Cheese-37.1Pizza001.9Galaxy 20289.988288203367 1628.0889603432167 15480.994343049357 20.058094763693273
Cheese-4.772684766584766Pizza38.425976658476664Galaxy 28568.856651258888 2554.4309386248237 164509.0233963952 213.14765109058007
Cheese-42.735461883899234Pizza13.117797152245345Galaxy 19025.294029412853 1857.6087127618011 9338.817858917258 12.099926493360924
Cheese-42.7Pizza013.1Galaxy 19025.294029412853 1857.6087127618011 9338.817858917258 12.099926493360924
Cheese-43.46757732656514Pizza14.318383925549915Galaxy 28696.391529831195 2459.6182881721447 181475.8268981398 235.13084835385885
Cheese-43.5Pizza014.3Galaxy 28696.391529831195 2459.6182881721447 181475.8268981398 235.13084835385885
Cheese-43.64560887681159Pizza-6.108071920289856Galaxy 2543.383954962424 232.18861206185002 16503.636433085467 21.383090529258894
Cheese-43.6Pizza-06.1Galaxy 2543.383954962424 232.18861206185002 16503.636433085467 21.383090529258894
Cheese-5.072697440944882Pizza16.023003937007875Galaxy 3455.098525193707 1057.8632833502047 12031.51833684463 15.588748991429917
Cheese-6.42591601615074Pizza39.089598654104975Galaxy 22853.970179773434 1955.940685264395 92031.52188954926 119.24150002265817
Cheese-6.943525105485232Pizza38.17320464135022Galaxy 26779.444723315864 2310.401791734428 147515.31202536222 191.12959039539803
Cheese-7.563589084507042Pizza39.800929049295775Galaxy 16782.180887135957 1313.894142294144 89219.67050194125 115.59829853674157
Cheese0.06015044722719141Pizza26.44087334525939Galaxy 29129.487074959263 2289.829341906744 157810.69215800051 204.46889572376804
Cheese0.368721546961326Pizza25.158589171270723Galaxy 3592.8764244887593 284.882298026071 164.63412216233507 0.21330973647388557
Cheese0.47120158730158723Pizza-12.692275308641975Galaxy 24232.131375523855 1821.952820613734 122871.07344904634 159.1990527445819
Cheese000.1Pizza026.4Galaxy 29129.487074959263 2289.829341906744 157810.69215800051 204.46889572376804
Cheese000.4Pizza025.2Galaxy 3592.8764244887593 284.882298026071 164.63412216233507 0.21330973647388557
Cheese000.5Pizza-12.7Galaxy 24232.131375523855 1821.952820613734 122871.07344904634 159.1990527445819
Cheese001.0Pizza-05.8Galaxy 26730.62761336868 2092.343939919989 127648.1019850252 165.38845433857904
Cheese002.7Pizza-04.7Galaxy 26555.434501483967 2125.925781145919 149102.2001013402 193.1856567372627
Cheese003.1Pizza-06.1Galaxy 22072.945089894634 1800.1937529277864 124680.44604304567 161.54338322807973
Cheese003.2Pizza-39.3Galaxy 17534.593159681586 1461.959331060829 110639.29959076885 143.35084081835302
Cheese005.6Pizza002.3Galaxy 14171.064288356647 1437.292607089394 147.27564442267996 0.19081906282979974
Cheese006.6Pizza017.9Galaxy 2187.657177059841 178.28108818262743 13552.043561353192 17.5588316855995
Cheese007.0Pizza-37.5Galaxy 16516.440162695897 1408.4718447652183 102268.25211326484 132.50481504930818
Cheese007.0Pizza002.7Galaxy 31037.673780405545 2519.087198773441 167416.67481561255 216.91497678129937
Cheese007.2Pizza001.2Galaxy 31568.549359959947 2522.836196222442 179712.5999785065 232.84630694390876
Cheese007.4Pizza-41.2Galaxy 17968.9429090855 1363.5878905073905 87932.49959825275 113.93056354562039
Cheese007.8Pizza002.7Galaxy 25870.76142297462 2010.2433520108164 98791.49639397005 128.00012406225034
Cheese008.3Pizza-36.3Galaxy 14859.21776338597 1346.0607798842495 83924.27967258063 108.73727600082184
Cheese008.3Pizza-42.5Galaxy 17551.080206076727 1456.6437586466511 107046.3867291141 138.69564974600954
Cheese008.5Pizza004.1Galaxy 34784.543737070955 2620.0705267261824 211851.6595808309 274.4875793863887
Cheese009.1Pizza003.1Galaxy 28080.25530968678 2404.68812265393 182048.85666041274 235.87329971191699
Cheese010.1Pizza-36.9Galaxy 17599.963390137167 1396.3156858886198 104930.4166835047 135.9540734136711
Cheese014.5Pizza009.7Galaxy 1716.873503396978 248.3027244687799 16146.34965080561 20.92016857618667
Cheese019.0Pizza-09.6Galaxy 27287.26790781434 2484.225192504646 183326.56828853494 237.52877870439232
Cheese019.3Pizza-10.7Galaxy 36975.57480322366 2716.5462781825154 231737.3838568409 300.25270358540166
Cheese019.7Pizza-09.8Galaxy 32635.67637845391 2821.4911764828885 192932.01892285162 249.97417044097708
Cheese019.9Pizza-11.1Galaxy 3525.7259613392803 535.503174364917 33.33333333333353 0.04318864434505582
Cheese021.0Pizza-12.4Galaxy 32496.56862699968 2733.134507405635 197698.55530274045 256.14997777504067
Cheese023.2Pizza018.0Galaxy 30488.76233472514 2635.2015832279253 202184.1204808369 261.96174214994187
Cheese024.6Pizza013.2Galaxy 15241.1866745794 2087.1644773314706 2551.096066465675 3.305351421139689
Cheese026.0Pizza027.2Galaxy 31120.920255568755 2435.0314988276914 177957.59387320292 230.57241690874804
Cheese026.4Pizza028.6Galaxy 31212.106996335493 2468.9366295550053 180554.7083601509 233.93739252575367
Cheese026.8Pizza029.1Galaxy 32601.094299464225 2634.390899389562 177894.35753343624 230.490484155112
Cheese027.2Pizza020.5Galaxy 2031.2531668778536 190.34820335581634 14703.714119828905 19.051004390179866
Cheese030.1Pizza025.6Galaxy   161700.30450112253 209.50850824758504
Cheese030.8Pizza030.9Galaxy 22384.54011937527 2304.2244894490836 172359.6890014819 223.3194392312816
Cheese032.0Pizza029.3Galaxy 24215.124484330277 2429.1201407264443 190583.76736508022 246.93163640013768
Cheese032.2Pizza030.7Galaxy 13228.85093682939 467546.7011611625 169637.53221188084 219.7924513881549
Cheese032.2Pizza037.8Galaxy 33117.14752495723 2548.3360923216374 195690.97771556856 253.54884114281657
Cheese032.7Pizza022.5Galaxy 26608.024152840742 2292.758800773523 151321.57663835448 196.06121265500883
Cheese032.7Pizza035.1Galaxy 22645.23561495043 2308.491355702748 168587.80732668517 218.43236554634876
Cheese033.5Pizza025.5Galaxy 24861.88636606818 2329.6354685715287 161149.36489435064 208.79467820561078
Cheese033.6Pizza027.6Galaxy 13664.171195812381 2149.9696426943633 172898.73547467517 224.01785982376762
Cheese034.8Pizza030.3Galaxy 25898.379445663755 2319.4059809583678 178753.78119577828 231.6040044419505
Cheese035.0Pizza037.5Galaxy 24696.8089363881 2437.628640418783 192343.483938713 249.21162959753948
Cheese035.9Pizza039.1Galaxy 25704.52527242345 2196.6550575587594 180126.70996904327 233.38285241693953
Cheese036.1Pizza032.1Galaxy 28008.411840743996 2313.1969528115733 182161.85329264487 236.01970485276686
Cheese036.5Pizza-24.5Galaxy 2852.898356962478 122194.52423368118 18070.90946289392 23.41374245353874
Cheese036.8Pizza037.2Galaxy 26245.717637214588 2171.930796018486 173756.1220422169 225.12874072972124
Cheese036.9Pizza025.9Galaxy 28507.275132668634 2399.368695443777 181621.37930144233 235.31943468325287
Cheese037.5Pizza034.6Galaxy 32931.820872883116 2597.288729339944 179301.3330257478 232.31344507930163
Cheese038.1Pizza028.7Galaxy 34436.14120193414 2645.449713442855 189454.06783076894 245.46793065801336
Cheese038.5Pizza029.5Galaxy 28566.18508491167 2331.714211044188 161938.1574924007 209.81668469498666
Cheese039.6Pizza-10.7Galaxy 3671.8136063765733 304.0801481461955 25551.441921567835 33.1059641296181
Cheese041.1Pizza032.0Galaxy   186837.34537823213 242.0775497974434
Cheese041.5Pizza-04.3Galaxy 1034.2915333267447 155.4391118353829 5208.301610568994 6.748184577019332
Cheese041.7Pizza036.3Galaxy 35178.66865937578 2676.359681910914 185497.29995411914 240.3413074405963
Cheese1.0070990178571428Pizza-5.810797142857143Galaxy 26730.62761336868 2092.343939919989 127648.1019850252 165.38845433857904
Cheese10.104182730263158Pizza-36.94088700657895Galaxy 17599.963390137167 1396.3156858886198 104930.4166835047 135.9540734136711
Cheese14.503440636042404Pizza9.668445583038869Galaxy 1716.873503396978 248.3027244687799 16146.34965080561 20.92016857618667
Cheese19.03431242236025Pizza-9.5666983436853Galaxy 27287.26790781434 2484.225192504646 183326.56828853494 237.52877870439232
Cheese19.28997834274953Pizza-10.70735197740113Galaxy 36975.57480322366 2716.5462781825154 231737.3838568409 300.25270358540166
Cheese19.730993983402488Pizza-9.833367634854774Galaxy 32635.67637845391 2821.4911764828885 192932.01892285162 249.97417044097708
Cheese19.918490803259605Pizza-11.075118044237486Galaxy 3525.7259613392803 535.503174364917 33.33333333333353 0.04318864434505582
Cheese2.6750696356275303Pizza-4.676051619433198Galaxy 26555.434501483967 2125.925781145919 149102.2001013402 193.1856567372627
Cheese20.950234428794992Pizza-12.412548982785603Galaxy 32496.56862699968 2733.134507405635 197698.55530274045 256.14997777504067
Cheese23.199870048309183Pizza17.998328260869563Galaxy 30488.76233472514 2635.2015832279253 202184.1204808369 261.96174214994187
Cheese24.619519718309853Pizza13.168430985915492Galaxy 15241.1866745794 2087.1644773314706 2551.096066465675 3.305351421139689
Cheese25.970138444924405Pizza27.234509719222462Galaxy 31120.920255568755 2435.0314988276914 177957.59387320292 230.57241690874804
Cheese26.442362737642583Pizza28.6212Galaxy 31212.106996335493 2468.9366295550053 180554.7083601509 233.93739252575367
Cheese26.819711908646006Pizza29.061192822185973Galaxy 32601.094299464225 2634.390899389562 177894.35753343624 230.490484155112
Cheese27.15006128440367Pizza20.547220917431193Galaxy 2031.2531668778536 190.34820335581634 14703.714119828905 19.051004390179866
Cheese3.0652488714425905Pizza-6.0815927379784105Galaxy 22072.945089894634 1800.1937529277864 124680.44604304567 161.54338322807973
Cheese3.1547104622871047Pizza-39.346453527980536Galaxy 17534.593159681586 1461.959331060829 110639.29959076885 143.35084081835302
Cheese30.13994858757062Pizza25.64389717514124Galaxy   161700.30450112253 209.50850824758504
Cheese30.755826205450735Pizza30.946815932914046Galaxy 22384.54011937527 2304.2244894490836 172359.6890014819 223.3194392312816
Cheese32.014695404814006Pizza29.28720853391685Galaxy 24215.124484330277 2429.1201407264443 190583.76736508022 246.93163640013768
Cheese32.18775371179039Pizza30.662245560407573Galaxy 13228.85093682939 467546.7011611625 169637.53221188084 219.7924513881549
Cheese32.22474111349036Pizza37.82245524625267Galaxy 33117.14752495723 2548.3360923216374 195690.97771556856 253.54884114281657
Cheese32.68542844827586Pizza22.54737068965517Galaxy 26608.024152840742 2292.758800773523 151321.57663835448 196.06121265500883
Cheese32.71303016Pizza35.08675368Galaxy 22645.23561495043 2308.491355702748 168587.80732668517 218.43236554634876
Cheese33.48906146788991Pizza25.45540419397117Galaxy 24861.88636606818 2329.6354685715287 161149.36489435064 208.79467820561078
Cheese33.587192183908044Pizza27.61161402298851Galaxy 13664.171195812381 2149.9696426943633 172898.73547467517 224.01785982376762
Cheese34.80702763466042Pizza30.318433255269323Galaxy 25898.379445663755 2319.4059809583678 178753.78119577828 231.6040044419505
Cheese35.01331935483871Pizza37.48596392961877Galaxy 24696.8089363881 2437.628640418783 192343.483938713 249.21162959753948
Cheese35.89590554156172Pizza39.10428513853904Galaxy 25704.52527242345 2196.6550575587594 180126.70996904327 233.38285241693953
Cheese36.087645153664305Pizza32.09906052009457Galaxy 28008.411840743996 2313.1969528115733 182161.85329264487 236.01970485276686
Cheese36.51132354740061Pizza-24.479672018348623Galaxy 2852.898356962478 122194.52423368118 18070.90946289392 23.41374245353874
Cheese36.81681353965184Pizza37.17224622823984Galaxy 26245.717637214588 2171.930796018486 173756.1220422169 225.12874072972124
Cheese36.940766539923956Pizza25.928974714828897Galaxy 28507.275132668634 2399.368695443777 181621.37930144233 235.31943468325287
Cheese37.50818677839851Pizza34.559327001862194Galaxy 32931.820872883116 2597.288729339944 179301.3330257478 232.31344507930163
Cheese38.14747421259843Pizza28.705838976377954Galaxy 34436.14120193414 2645.449713442855 189454.06783076894 245.46793065801336
Cheese38.52388679245283Pizza29.487806174957125Galaxy 28566.18508491167 2331.714211044188 161938.1574924007 209.81668469498666
Cheese39.59677370892019Pizza-10.725957433489828Galaxy 3671.8136063765733 304.0801481461955 25551.441921567835 33.1059641296181
Cheese41.1250108040201Pizza32.02140954773869Galaxy   186837.34537823213 242.0775497974434
Cheese41.50349694323144Pizza-4.334147598253275Galaxy 1034.2915333267447 155.4391118353829 5208.301610568994 6.748184577019332
Cheese41.675908986615674Pizza36.34116042065009Galaxy 35178.66865937578 2676.359681910914 185497.29995411914 240.3413074405963
Cheese5.634472566371681Pizza2.3305656637168144Galaxy 14171.064288356647 1437.292607089394 147.27564442267996 0.19081906282979974
Cheese6.562935576923078Pizza17.934299358974357Galaxy 2187.657177059841 178.28108818262743 13552.043561353192 17.5588316855995
Cheese6.967156510244546Pizza-37.470401387970924Galaxy 16516.440162695897 1408.4718447652183 102268.25211326484 132.50481504930818
Cheese6.971298245614035Pizza2.6615008771929825Galaxy 31037.673780405545 2519.087198773441 167416.67481561255 216.91497678129937
Cheese7.177955092592593Pizza1.2013647222222221Galaxy 31568.549359959947 2522.836196222442 179712.5999785065 232.84630694390876
Cheese7.428302662229618Pizza-41.19458286189684Galaxy 17968.9429090855 1363.5878905073905 87932.49959825275 113.93056354562039
Cheese7.840328038897894Pizza2.68905170178282Galaxy 25870.76142297462 2010.2433520108164 98791.49639397005 128.00012406225034
Cheese8.2584269982238Pizza-36.32168046181172Galaxy 14859.21776338597 1346.0607798842495 83924.27967258063 108.73727600082184
Cheese8.278680078125Pizza-42.46661770833333Galaxy 17551.080206076727 1456.6437586466511 107046.3867291141 138.69564974600954
Cheese8.455498823529412Pizza4.061460941176471Galaxy 34784.543737070955 2620.0705267261824 211851.6595808309 274.4875793863887
Cheese9.136292584745762Pizza3.0820546610169495Galaxy 28080.25530968678 2404.68812265393 182048.85666041274 235.87329971191699
X-00.1-Y-12.3-N410 18812.99124981649 1457.1172530450958 96593.91727292107 125.15281016987723
X-00.6-Y-15.1-N1777 17547.473091897 1527.8098943789446 104671.96698886447 135.6192106553839
X-00.7-Y-05.3-N508 26333.855891258056 1934.2807239577273 166286.8188024303 215.45106829586584
X-01.2-Y-15.5-N600 17695.574428536842 1472.742751235476 124716.72727356547 161.59039134291936
X-01.4-Y-14.0-N579 24124.29074793225 2324.286991113607 174976.1743052422 226.70951282782661
X-03.1-Y-13.2-N415 16373.957500292454 1482.8579005341671 112912.14205557975 146.29567036430475
X-04.8-Y038.4-N407 28568.856651258888 2554.4309386248237 164509.0233963952 213.14765109058007
X-05.1-Y016.0-N508 3455.098525193707 1057.8632833502047 12031.51833684463 15.588748991429917
X-06.4-Y039.1-N743 22853.970179773434 1955.940685264395 92031.52188954926 119.24150002265817
X-06.9-Y038.2-N474 26779.444723315864 2310.401791734428 147515.31202536222 191.12959039539803
X-07.6-Y039.8-N568 16782.180887135957 1313.894142294144 89219.67050194125 115.59829853674157
X-10.7-Y013.9-N446 12662.135307681332 1083.702022561415 80682.56655695448 104.53712015623744
X-11.9-Y021.2-N469 15706.472732646062 1130.7493560169644 101320.93796980189 131.2774186405563
X-12.8-Y-22.8-N479 2319.90431037074 190.0388544442198 16091.496569407022 20.849097669474048
X-13.2-Y019.1-N477 6599.037365175411 1017.2597742766999 93709.86440198282 121.41606015841857
X-13.8-Y020.4-N436 20239.04520064894 1755.7397659442377 125264.77470888154 162.3004741159619
X-14.3-Y022.2-N456 15543.459037968996 1168.2626871519444 97310.0690946646 126.0806989596676
X-14.4-Y017.0-N700 30201.72985269403 2482.3860486669028 110361.59640429048 142.99103209372396
X-14.5-Y012.5-N1175 12132.977923035192 1105.444718201733 79660.61682988046 103.21302145720367
X-15.0-Y020.6-N709 15178.870827561423 1182.2974512059916 85657.68145125239 110.98317418860607
X-15.4-Y-12.9-N1093 5871.671064720908 705.4123983485961 854.7014388319177 1.1074018938875685
X-16.8-Y016.6-N655 15184.283055000054 1278.361485264216 81888.35044023299 106.0994052949949
X-18.4-Y016.3-N485 11929.436170418036 1206.914444353769 89769.54515368561 116.31074875979805
X-18.8-Y018.3-N1399 16687.488912727415 1271.8004176186482 86736.08331108898 112.38041562017195
X-28.1-Y011.9-N656 2949.7734389136563 251.5120709982178 9610.85596836193 12.45239520807414
X-37.1-Y001.9-N807 20289.988288203367 1628.0889603432167 15480.994343049357 20.058094763693273
X-42.7-Y013.1-N913 19025.294029412853 1857.6087127618011 9338.817858917258 12.099926493360924
X-43.5-Y014.3-N591 28696.391529831195 2459.6182881721447 181475.8268981398 235.13084835385885
X-43.6-Y-06.1-N552 2543.383954962424 232.18861206185002 16503.636433085467 21.383090529258894
X000.1-Y026.4-N559 29129.487074959263 2289.829341906744 157810.69215800051 204.46889572376804
X000.4-Y025.2-N905 3592.8764244887593 284.882298026071 164.63412216233507 0.21330973647388557
X000.5-Y-12.7-N567 24232.131375523855 1821.952820613734 122871.07344904634 159.1990527445819
X001.0-Y-05.8-N1120 26730.62761336868 2092.343939919989 127648.1019850252 165.38845433857904
X002.7-Y-04.7-N494 26555.434501483967 2125.925781145919 149102.2001013402 193.1856567372627
X003.1-Y-06.1-N1019 22072.945089894634 1800.1937529277864 124680.44604304567 161.54338322807973
X003.2-Y-39.3-N411 17534.593159681586 1461.959331060829 110639.29959076885 143.35084081835302
X005.6-Y002.3-N565 14171.064288356647 1437.292607089394 147.27564442267996 0.19081906282979974
X006.6-Y017.9-N624 2187.657177059841 178.28108818262743 13552.043561353192 17.5588316855995
X007.0-Y-37.5-N1513 16516.440162695897 1408.4718447652183 102268.25211326484 132.50481504930818
X007.0-Y002.7-N570 31037.673780405545 2519.087198773441 167416.67481561255 216.91497678129937
X007.2-Y001.2-N1080 31568.549359959947 2522.836196222442 179712.5999785065 232.84630694390876
X007.4-Y-41.2-N601 17968.9429090855 1363.5878905073905 87932.49959825275 113.93056354562039
X007.8-Y002.7-N1234 25870.76142297462 2010.2433520108164 98791.49639397005 128.00012406225034
X008.3-Y-36.3-N563 14859.21776338597 1346.0607798842495 83924.27967258063 108.73727600082184
X008.3-Y-42.5-N768 17551.080206076727 1456.6437586466511 107046.3867291141 138.69564974600954
X008.5-Y004.1-N425 34784.543737070955 2620.0705267261824 211851.6595808309 274.4875793863887
X009.1-Y003.1-N472 28080.25530968678 2404.68812265393 182048.85666041274 235.87329971191699
X010.1-Y-36.9-N608 17599.963390137167 1396.3156858886198 104930.4166835047 135.9540734136711
X014.5-Y009.7-N566 1716.873503396978 248.3027244687799 16146.34965080561 20.92016857618667
X019.0-Y-09.6-N483 27287.26790781434 2484.225192504646 183326.56828853494 237.52877870439232
X019.3-Y-10.7-N531 36975.57480322366 2716.5462781825154 231737.3838568409 300.25270358540166
X019.7-Y-09.8-N482 32635.67637845391 2821.4911764828885 192932.01892285162 249.97417044097708
X019.9-Y-11.1-N859 3525.7259613392803 535.503174364917 33.33333333333353 0.04318864434505582
X021.0-Y-12.4-N639 32496.56862699968 2733.134507405635 197698.55530274045 256.14997777504067
X023.2-Y018.0-N414 30488.76233472514 2635.2015832279253 202184.1204808369 261.96174214994187
X024.6-Y013.2-N355 15241.1866745794 2087.1644773314706 2551.096066465675 3.305351421139689
X026.0-Y027.2-N463 31120.920255568755 2435.0314988276914 177957.59387320292 230.57241690874804
X026.4-Y028.6-N526 31212.106996335493 2468.9366295550053 180554.7083601509 233.93739252575367
X026.8-Y029.1-N613 32601.094299464225 2634.390899389562 177894.35753343624 230.490484155112
X027.2-Y020.5-N545 2031.2531668778536 190.34820335581634 14703.714119828905 19.051004390179866
X030.1-Y025.6-N354   161700.30450112253 209.50850824758504
X030.8-Y030.9-N477 22384.54011937527 2304.2244894490836 172359.6890014819 223.3194392312816
X032.0-Y029.3-N457 24215.124484330277 2429.1201407264443 190583.76736508022 246.93163640013768
X032.2-Y030.7-N687 13228.85093682939 467546.7011611625 169637.53221188084 219.7924513881549
X032.2-Y037.8-N467 33117.14752495723 2548.3360923216374 195690.97771556856 253.54884114281657
X032.7-Y022.5-N464 26608.024152840742 2292.758800773523 151321.57663835448 196.06121265500883
X032.7-Y035.1-N1250 22645.23561495043 2308.491355702748 168587.80732668517 218.43236554634876
X033.5-Y025.5-N763 24861.88636606818 2329.6354685715287 161149.36489435064 208.79467820561078
X033.6-Y027.6-N435 13664.171195812381 2149.9696426943633 172898.73547467517 224.01785982376762
X034.8-Y030.3-N427 25898.379445663755 2319.4059809583678 178753.78119577828 231.6040044419505
X035.0-Y037.5-N341 24696.8089363881 2437.628640418783 192343.483938713 249.21162959753948
X035.9-Y039.1-N397 25704.52527242345 2196.6550575587594 180126.70996904327 233.38285241693953
X036.1-Y032.1-N423 28008.411840743996 2313.1969528115733 182161.85329264487 236.01970485276686
X036.5-Y-24.5-N654 2852.898356962478 122194.52423368118 18070.90946289392 23.41374245353874
X036.8-Y037.2-N517 26245.717637214588 2171.930796018486 173756.1220422169 225.12874072972124
X036.9-Y025.9-N526 28507.275132668634 2399.368695443777 181621.37930144233 235.31943468325287
X037.5-Y034.6-N537 32931.820872883116 2597.288729339944 179301.3330257478 232.31344507930163
X038.1-Y028.7-N508 34436.14120193414 2645.449713442855 189454.06783076894 245.46793065801336
X038.5-Y029.5-N583 28566.18508491167 2331.714211044188 161938.1574924007 209.81668469498666
X039.6-Y-10.7-N639 3671.8136063765733 304.0801481461955 25551.441921567835 33.1059641296181
X041.1-Y032.0-N398   186837.34537823213 242.0775497974434
X041.5-Y-04.3-N229 1034.2915333267447 155.4391118353829 5208.301610568994 6.748184577019332
X041.7-Y036.3-N523 35178.66865937578 2676.359681910914 185497.29995411914 240.3413074405963
