Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period,Luminosity,dLuminosity,dGreenF,Distance,dDistance
BackS017385,32.5519,31.0199,1.039e-13,7.779e-14,3.238e-14,-0.0,-109.43,1,50.92436974789916,-4.244062779502439,0.36867024672949594,7.779000000000001e-16,27071.151198724423,11491.074447878758
BackS017403,32.078,30.4473,6.204e-14,5.72e-14,3.496e-14,-0.0,-109.13,1,54.3335325762104,-4.447200191369887,0.3808521124727844,5.72e-16,24986.296539765513,10956.508662011243
BackS017490,31.8853,30.9723,7.858e-14,7.297e-14,4.517e-14,-0.001,-110.2,1,54.59459459459459,-4.462755758945321,0.38180086447376815,7.297e-16,21729.510715568245,9552.139192375238
BackS017573,31.6906,30.5392,8.689e-14,6.554e-14,2.799e-14,-0.0,-109.05,1,53.06479859894922,-4.371601767513788,0.3762728399426456,6.554000000000001e-16,25465.13000703749,11032.23204740162
BackS017587,31.7134,30.8366,9.214e-14,7.076e-14,3.059e-14,0.0,-110.02,1,52.452394691286784,-4.335111241515157,0.37408159626579063,7.076000000000001e-16,25559.388962946163,11008.591809162743
BackS017657,31.9459,30.6298,9.72e-14,7.382e-14,3.189e-14,0.001,-110.26,1,52.09169054441261,-4.313618426259344,0.37279691146388816,7.381999999999999e-16,25650.968446110528,11010.09922732474
BackS017758,31.9968,30.6491,4.898e-14,3.696e-14,1.557e-14,0.0,-110.23,1,54.46375074895146,-4.454959334573331,0.38132507817335454,3.6960000000000003e-16,30807.350627570762,13525.81917405908
BackS017774,32.4988,31.2889,8.145e-14,7.317e-14,4.305e-14,-0.0,-109.71,1,51.85396463205932,-4.299453357296301,0.3719526663717669,7.317e-16,26188.26903540821,11215.270816083652
BackS017913,32.6281,30.6003,1.044e-13,8.276e-14,3.774e-14,-0.0,-109.99,1,50.471960022209885,-4.217105621570002,0.3670838294285567,8.276000000000001e-16,27073.035218054472,11442.430600688731
BackS018015,32.2701,30.6272,7.592e-14,7.118e-14,4.409e-14,-0.001,-109.92,1,54.07495538370018,-4.4317926839260435,0.379914554840656,7.118e-16,22799.465525192147,9972.973508944831
BackS018048,31.7575,30.0504,6.544e-14,5.226e-14,2.36e-14,0.0,-109.9,1,54.85817742908872,-4.478461531156368,0.3827609882181453,5.226000000000001e-16,25216.48400452134,11112.860064759794
BackS018154,37.4893,34.5948,5.269e-14,3.962e-14,1.657e-14,0.0,-112.67,1,54.46375074895146,-4.454959334573331,0.38132507817335454,3.962e-16,29755.21530497079,13063.88421924373
BackS018318,37.3794,34.4643,9.856e-14,8.312e-14,4.148e-14,0.001,-113.71,1,51.5014164305949,-4.278446519896433,0.37070425041140365,8.312000000000001e-16,25172.362239520822,10744.025560949092
BackS018383,37.4631,34.3698,3.519e-14,3.339e-14,2.141e-14,0.0,-113.86,1,57.20578980490875,-4.618345698064378,0.3914077343567785,3.3389999999999996e-16,26854.615675739777,12102.10091579613
BackS018606,37.4925,34.5465,8.734e-14,6.495e-14,2.678e-14,0.0,-113.36,1,50.471960022209885,-4.217105621570002,0.3670838294285567,6.495e-16,30560.299877960497,12916.324589146987
BackS018617,37.5385,34.5895,5.701e-14,4.35e-14,1.835e-14,-0.001,-112.34,1,53.43915343915343,-4.39390796912071,0.3776185031129955,4.3499999999999997e-16,30465.014345450483,13245.52164158862
BackS018698,37.5097,34.603,6.671e-14,5.13e-14,2.184e-14,0.0,-112.37,1,53.43915343915343,-4.39390796912071,0.3776185031129955,5.130000000000001e-16,28053.518127448635,12197.055851224646
BackS018742,37.5199,34.535,6.347e-14,4.875e-14,2.088e-14,0.001,-113.44,1,53.06479859894922,-4.371601767513788,0.3762728399426456,4.875e-16,29526.48887924354,12791.730368971865
BackS018846,37.6678,34.664,8.134e-14,7.113e-14,3.808e-14,0.001,-112.67,1,52.57374204742626,-4.34234181075005,0.3745147837827261,7.112999999999999e-16,25281.491406317953,10901.5072367781
BackS018886,37.5203,34.5452,2.263e-14,2.413e-14,2e-14,0.0,-113.3,1,56.77701436602124,-4.592796806059392,0.389815929615904,2.413e-16,32532.91181833045,14601.42232633525
BackS018908,37.4902,34.5082,5.714e-14,5.106e-14,2.958e-14,0.0,-114.01,1,54.85817742908872,-4.478461531156368,0.3827609882181453,5.106e-16,25511.079091201264,11242.687600329496
BackS018916,37.473,34.5054,5.905e-14,4.838e-14,2.447e-14,0.001,-113.96,1,56.2152133580705,-4.559321490127894,0.3877386442991885,4.838e-16,23878.460474743395,10660.027967537431
BackS019038,37.3537,34.5058,5.082e-14,4.804e-14,3.116e-14,0.0,-113.41,1,54.46375074895146,-4.454959334573331,0.38132507817335454,4.804000000000001e-16,27022.08360587128,11863.915887405914
BackS019073,37.3717,34.3196,4.037e-14,4.216e-14,3.368e-14,0.0,-113.83,1,55.664421310471525,-4.526502150993584,0.3857114173594574,4.216e-16,26564.31511828945,11797.074951757797
BackS019208,26.7563,29.0543,8.105e-14,6.246e-14,2.679e-14,0.0,-114.19,1,50.69715560513106,-4.230524061868216,0.3678725845344887,6.246e-16,30685.766720315696,12997.216633803222
BackS019445,26.8105,29.0549,2.991e-14,2.292e-14,9.631e-15,0.0,-113.79,1,56.919223544145275,-4.601270441917443,0.39034326442113093,2.292e-16,33056.54593810256,14856.507740634173
BackS019518,26.8441,29.0446,6.342e-14,5.244e-14,2.687e-14,-0.0,-115.69,1,52.452394691286784,-4.335111241515157,0.37408159626579063,5.244e-16,29690.194163078857,12787.75594948521
BackS019538,26.8206,29.0583,6.935e-14,5.603e-14,2.613e-14,-0.001,-112.81,1,52.818128994770476,-4.356903782259719,0.3753887118546447,5.603000000000001e-16,28011.592360325918,12106.922491771656
BackS019642,26.8427,29.0563,5.55e-14,4.555e-14,2.217e-14,-0.0,-115.21,1,54.59459459459459,-4.462755758945321,0.38180086447376815,4.555e-16,27502.864544708005,12090.064693995691
BackS019659,26.844,29.0565,7.468e-14,5.752e-14,2.529e-14,0.0,-115.24,1,52.452394691286784,-4.335111241515157,0.37408159626579063,5.752000000000001e-16,28348.817007566533,12210.016255137332
BackS019667,26.8028,29.047,5.75e-14,4.482e-14,1.913e-14,0.0,-114.41,1,53.43915343915343,-4.39390796912071,0.3776185031129955,4.482e-16,30013.047069741646,13049.0161594704
BackS019735,26.7905,29.057,6.971e-14,5.256e-14,2.207e-14,-0.001,-113.99,1,50.92436974789916,-4.244062779502439,0.36867024672949594,5.256e-16,32933.73085399936,13979.603243010235
BackS019855,26.7706,29.1128,4.814e-14,3.733e-14,1.563e-14,0.001,-113.49,1,53.188999414862494,-4.379002362195546,0.3767187781834087,3.7329999999999997e-16,33455.67710549389,14511.143719458996
BackS019897,26.7517,29.0254,1.102e-13,8.444e-14,3.583e-14,-0.002,-114.5,1,49.48285247686445,-4.15816893918233,0.36364120868226624,8.444000000000001e-16,28684.1125621678,12009.672764914476
BackS019922,26.8987,28.969,5.381e-14,5.472e-14,4.133e-14,-0.001,-115.86,1,53.188999414862494,-4.379002362195546,0.3767187781834087,5.472e-16,27632.856044969914,11985.539679357813
BackS019948,26.8521,29.1675,5.512e-14,4.959e-14,2.886e-14,0.0,-114.1,1,55.25835866261397,-4.502306616929673,0.3842228926064412,4.959e-16,25185.445499131285,11141.567842377195
BackS019986,26.7137,29.1504,7.448e-14,6.09e-14,3.015e-14,-0.0,-113.64,1,53.188999414862494,-4.379002362195546,0.3767187781834087,6.09e-16,26193.297316594566,11361.142105989737
BackS020295,32.2127,35.465,5.042e-14,4.224e-14,2.16e-14,0.0,-110.62,1,54.7260686333534,-4.470589733826027,0.3822794936546394,4.2239999999999997e-16,28303.697781599258,12457.700844195566
BackS020402,32.2048,35.4885,7.324e-14,5.76e-14,2.56e-14,-0.0,-110.99,1,53.69167158889545,-4.408954444156214,0.37852882832447077,5.76e-16,26020.2542722198,11340.305961085873
BackS020420,32.2076,35.4583,6.915e-14,5.824e-14,2.866e-14,-0.0,-111.77,1,52.69565217391304,-4.349605913059656,0.37495048256055413,5.824000000000001e-16,27706.799395803642,11961.209596358258
BackS020466,32.205,35.4993,7.061e-14,5.335e-14,2.213e-14,0.001,-110.14,1,51.97255574614066,-4.306519693871633,0.37237358007180155,5.335e-16,30420.96183084511,13042.68571349092
BackS020538,32.2745,35.41,7.179e-14,6.846e-14,4.35e-14,-0.0,-110.62,1,53.188999414862494,-4.379002362195546,0.3767187781834087,6.846000000000001e-16,24704.74477237938,10715.493840227218
BackS020577,32.523,35.3476,5.083e-14,3.895e-14,1.62e-14,-0.001,-111.89,1,55.25835866261397,-4.502306616929673,0.3842228926064412,3.895e-16,28417.964050786253,12571.573309076166
BackS020585,32.2195,35.0738,6.456e-14,6.039e-14,3.694e-14,0.001,-111.58,1,54.07495538370018,-4.4317926839260435,0.379914554840656,6.039e-16,24752.618210169683,10827.32423767935
BackS020643,32.197,35.6444,1.02e-13,7.927e-14,3.45e-14,-0.0,-111.45,1,51.26903553299493,-4.264599937470425,0.3698837326678095,7.927e-16,26190.609310305706,11153.892659322863
BackS020859,32.1454,35.8553,9.641e-14,7.596e-14,3.274e-14,-0.0,-110.69,1,51.03874227961819,-4.2508777488225284,0.3690724594844643,7.596e-16,27181.2013414726,11550.373953901064
BackS021403,32.1653,35.6046,5.497e-14,4.761e-14,2.59e-14,0.001,-111.58,1,54.59459459459459,-4.462755758945321,0.38180086447376815,4.761e-16,26901.28526298654,11825.614697423263
BackS021467,32.2905,35.585,9.23e-14,7.774e-14,4.066e-14,-0.0,-111.71,1,51.97255574614066,-4.306519693871633,0.37237358007180155,7.774000000000001e-16,25201.006416033964,10804.681593424428
BackS021520,38.1693,28.72,8.56e-14,7.445e-14,3.997e-14,0.0,-112.35,1,52.21137277426766,-4.320749777750503,0.37322267890764116,7.445000000000001e-16,25333.35797981988,10886.189240471902
BackS021775,38.1065,28.6573,6.295e-14,4.82e-14,2.113e-14,-0.0,-113.72,1,52.69565217391304,-4.349605913059656,0.37495048256055413,4.82e-16,30456.046322386064,13148.077781716998
BackS021787,38.1708,28.6972,4.498e-14,3.404e-14,1.46e-14,-0.0,-112.49,1,55.39305301645338,-4.510332476593773,0.3847160782484805,3.404e-16,30118.891639424553,13341.132157493901
BackS021812,38.136,28.7164,4.775e-14,3.686e-14,1.515e-14,0.0,-113.7,1,54.7260686333534,-4.470589733826027,0.3822794936546394,3.686e-16,30298.942270824275,13335.89559986295
BackS021895,38.1866,28.718,8.153e-14,6.596e-14,3.129e-14,-0.0,-112.19,1,52.94117647058823,-4.364235654344815,0.37582949110584285,6.596e-16,25600.111056579975,11077.64370330146
BackS022070,38.0518,28.6606,8.51e-14,6.801e-14,3.063e-14,0.0,-113.74,1,51.618398637137986,-4.2854169885623365,0.37111801947255496,6.801e-16,27606.103906819506,11795.940907241404
BackS022171,37.9318,28.6469,3.797e-14,3.978e-14,3.092e-14,-0.0,-113.75,1,54.7260686333534,-4.470589733826027,0.3822794936546394,3.9780000000000002e-16,29165.722792163455,12837.115922207204
BackS022186,37.9942,28.5467,8.399e-14,6.762e-14,3.096e-14,-0.001,-113.57,1,51.97255574614066,-4.306519693871633,0.37237358007180155,6.762000000000001e-16,27021.07169941529,11585.016534876177
BackS022284,38.026,28.5931,3.574e-14,3.861e-14,3.272e-14,-0.001,-113.68,1,57.06214689265536,-4.609786632130085,0.39087385709666356,3.861e-16,25220.679493590807,11350.26250823785
BackS022388,35.8997,39.1124,3.927e-14,3.038e-14,1.326e-14,-0.0,-113.63,1,55.93846153846154,-4.542831034495178,0.3867188740450029,3.038e-16,30710.76239832664,13674.109209690003
BackS022792,35.919,39.1338,1.028e-13,8.236e-14,3.768e-14,0.0,-113.72,1,53.313782991202345,-4.386437681075225,0.3771673258385854,8.236e-16,22331.76198792236,9697.762301595681
BackS022852,35.8804,39.0669,5.86e-14,4.597e-14,1.984e-14,-0.0,-113.0,1,54.3335325762104,-4.447200191369887,0.3808521124727844,4.597e-16,27871.648251719736,12221.737423491079
BackS023060,35.7442,38.9342,9.035e-14,7.237e-14,3.301e-14,0.0,-113.06,1,52.818128994770476,-4.356903782259719,0.3753887118546447,7.237e-16,24647.269996686817,10652.824860692226
BackS023064,36.0462,39.2925,5.845e-14,5.393e-14,3.339e-14,-0.0,-113.71,1,55.664421310471525,-4.526502150993584,0.3857114173594574,5.393e-16,23487.333495762643,10430.603327532182
BackS023090,35.9188,39.3489,4.644e-14,4.208e-14,2.458e-14,-0.0,-113.72,1,55.93846153846154,-4.542831034495178,0.3867188740450029,4.2080000000000005e-16,26094.358048805436,11618.633789943327
BackS023120,35.7531,38.9771,8.312e-14,7.752e-14,4.746e-14,0.0,-113.17,1,52.94117647058823,-4.364235654344815,0.37582949110584285,7.752e-16,23614.311664193006,10218.351410136143
BackS023137,35.7662,38.9134,7.701e-14,6.378e-14,3.118e-14,0.001,-113.1,1,53.06479859894922,-4.371601767513788,0.3762728399426456,6.377999999999999e-16,25814.092313027566,11183.41262784299
BackS023180,35.8013,39.2352,9.113e-14,7.464e-14,3.653e-14,-0.0,-113.63,1,53.818827708703374,-4.41653113273981,0.37898801766388607,7.464e-16,22659.4110767095,9887.541141307564
BackS023214,34.7736,30.348,6.549e-14,5.708e-14,3.164e-14,-0.0,-110.41,1,53.946587537091986,-4.424143793732112,0.379449919432003,5.707999999999999e-16,25685.387432760308,11221.598413025278
BackS023278,34.7548,30.3234,8.851e-14,6.734e-14,2.786e-14,-0.0,-110.6,1,52.69565217391304,-4.349605913059656,0.37495048256055413,6.734e-16,25766.80005528683,11123.698976772479
BackS023312,34.8412,30.3111,5e-14,3.762e-14,1.537e-14,0.0,-110.35,1,54.85817742908872,-4.478461531156368,0.3827609882181453,3.7620000000000003e-16,29720.755078682654,13097.884389797537
BackS023382,34.7921,30.325,1.009e-13,8.363e-14,4.325e-14,0.0,-110.94,1,52.452394691286784,-4.335111241515157,0.37408159626579063,8.363000000000001e-16,23510.579331921574,10126.156436575055
BackS023925,34.4423,30.112,7.818e-14,6.486e-14,3.196e-14,0.0,-109.96,1,53.188999414862494,-4.379002362195546,0.3767187781834087,6.486e-16,25381.094537592926,11008.855370967973
BackS024169,35.1145,30.4332,8.008e-14,6.215e-14,2.763e-14,0.0,-109.41,1,53.69167158889545,-4.408954444156214,0.37852882832447077,6.215e-16,25049.681680700567,10917.305092988163
BackS024201,34.6178,30.0393,3.525e-14,3.78e-14,3.091e-14,0.001,-109.77,1,54.990925589836664,-4.486371425509481,0.38324537089071503,3.7800000000000003e-16,29381.122731390722,12964.592817488983
BackS024220,34.6429,30.3271,8.384e-14,6.548e-14,2.902e-14,-0.0,-109.59,1,53.818827708703374,-4.41653113273981,0.37898801766388607,6.548e-16,24192.4637101494,10556.495905119022
BackS024324,34.9734,30.3962,7.562e-14,6.305e-14,3.083e-14,0.0,-109.89,1,53.946587537091986,-4.424143793732112,0.379449919432003,6.305e-16,24439.119653072023,10677.120873982307
BackS024808,32.2069,37.79,2.613e-14,2.688e-14,2.101e-14,-0.0,-117.73,1,56.07649599012956,-4.5510559162836115,0.3872272075710956,2.688e-16,32341.295287835448,14419.037778531992
BackS024837,32.2147,37.7976,7.741e-14,6.978e-14,4.129e-14,-0.0,-117.6,1,52.452394691286784,-4.335111241515157,0.37408159626579063,6.977999999999999e-16,25738.242991817893,11085.62537988415
BackS024940,32.2169,37.7856,6.617e-14,5.443e-14,2.655e-14,-0.0,-117.76,1,54.59459459459459,-4.462755758945321,0.38180086447376815,5.443e-16,25159.554880954183,11059.962342773506
BackS025006,32.2266,37.8319,4.453e-14,4.254e-14,2.921e-14,0.001,-116.09,1,54.59459459459459,-4.462755758945321,0.38180086447376815,4.254e-16,28459.245217084983,12510.482871975979
BackS025011,32.2273,37.8199,7.881e-14,6.08e-14,2.593e-14,0.001,-116.88,1,50.69715560513106,-4.230524061868216,0.3678725845344887,6.08e-16,31101.846915798145,13173.450927930873
BackS025251,32.1834,37.7032,5.69e-14,4.427e-14,1.92e-14,-0.0,-117.71,1,54.3335325762104,-4.447200191369887,0.3808521124727844,4.427e-16,28401.75281205296,12454.188647217616
BackS025255,32.2463,37.9426,6.179e-14,4.939e-14,2.276e-14,0.001,-116.13,1,53.565114908662345,-4.401413473609545,0.3780723304081272,4.939e-16,28344.82304845528,12338.517708148625
BackS025339,35.028,37.4668,5.286e-14,4.965e-14,3.171e-14,0.0,-115.7,1,53.69167158889545,-4.408954444156214,0.37852882832447077,4.965e-16,28026.131248240574,12214.519502214067
BackS025363,35.0241,37.5093,4.808e-14,3.648e-14,1.536e-14,0.001,-116.17,1,53.69167158889545,-4.408954444156214,0.37852882832447077,3.648e-16,32696.055589988864,14249.794419073294
BackS025411,35.0093,37.4891,7.068e-14,5.422e-14,2.324e-14,0.001,-114.01,1,52.21137277426766,-4.320749777750503,0.37322267890764116,5.422e-16,29685.567413788933,12756.410138550062
BackS025544,35.31,37.5158,5.826e-14,5.259e-14,3.073e-14,0.0,-115.65,1,54.7260686333534,-4.470589733826027,0.3822794936546394,5.259e-16,25366.091090162707,11164.731083063674
BackS025710,35.1297,37.4847,7.325e-14,5.656e-14,2.472e-14,0.0,-114.56,1,52.69565217391304,-4.349605913059656,0.37495048256055413,5.656000000000001e-16,28115.275472960762,12137.551435925427
BackS026038,34.8762,37.7579,8.311e-14,7.223e-14,3.923e-14,0.0,-115.75,1,53.946587537091986,-4.424143793732112,0.379449919432003,7.223e-16,22833.33222561794,9975.574062794565
BackS026242,34.7637,37.3116,7.387e-14,6.363e-14,3.278e-14,-0.0,-114.5,1,52.69565217391304,-4.349605913059656,0.37495048256055413,6.363e-16,26507.335922477934,11443.393236457894
BackS026357,33.3501,25.2606,6.336e-14,4.966e-14,2.268e-14,-0.0,-113.02,1,53.43915343915343,-4.39390796912071,0.3776185031129955,4.966e-16,28512.983176352802,12396.821201071678
BackS026442,33.3645,25.2526,7.361e-14,6.423e-14,3.486e-14,-0.0,-114.2,1,52.94117647058823,-4.364235654344815,0.37582949110584285,6.423e-16,25942.58281734301,11225.83759729631
BackS026680,33.3629,25.2483,1.008e-13,8.409e-14,4.262e-14,0.001,-114.28,1,51.618398637137986,-4.2854169885623365,0.37111801947255496,8.409e-16,24826.71904320708,10608.324584405118
BackS026684,33.3567,25.2801,5.917e-14,5.264e-14,2.934e-14,0.001,-113.03,1,54.3335325762104,-4.447200191369887,0.3808521124727844,5.263999999999999e-16,26046.055642516723,11421.213776290972
BackS026772,33.3406,25.2339,4.978e-14,4.787e-14,3.161e-14,0.0,-113.76,1,54.59459459459459,-4.462755758945321,0.38180086447376815,4.787000000000001e-16,26828.13028843507,11793.456288120948
BackS027049,33.4513,25.2049,6.443e-14,4.952e-14,2.215e-14,0.001,-115.15,1,53.06479859894922,-4.371601767513788,0.3762728399426456,4.952e-16,29296.031790895217,12691.889681925515
BackS027117,33.4475,25.2024,4.657e-14,3.733e-14,1.702e-14,0.0,-115.14,1,56.2152133580705,-4.559321490127894,0.3877386442991885,3.7329999999999997e-16,27183.80586377704,12135.628721896712
BackS027254,41.1538,32.0878,8.22e-14,6.223e-14,2.583e-14,0.0,-113.14,1,52.94117647058823,-4.364235654344815,0.37582949110584285,6.223000000000001e-16,26356.168313309205,11404.803725804146
BackS027387,41.1239,32.0414,9.287e-14,7.655e-14,3.761e-14,0.0,-112.27,1,52.57374204742626,-4.34234181075005,0.3745147837827261,7.655e-16,24370.054314096753,10508.49094288041
BackS027396,41.1272,32.0418,4.343e-14,4.138e-14,2.725e-14,-0.0,-112.12,1,54.46375074895146,-4.454959334573331,0.38132507817335454,4.1380000000000004e-16,29115.5561071625,12783.044923869993
BackS028154,41.1057,32.0451,5.472e-14,5.14e-14,3.162e-14,0.0,-112.05,1,55.12431776834445,-4.494319694122645,0.3837326646257598,5.14e-16,24966.553442326134,11030.643992335972
BackS028373,33.6207,25.6937,8.727e-14,6.678e-14,2.796e-14,0.0,-114.53,1,52.21137277426766,-4.320749777750503,0.37322267890764116,6.677999999999999e-16,26748.652194294827,11494.366042852083
BackS028408,33.6252,25.6856,4.673e-14,4.087e-14,2.33e-14,0.0,-114.12,1,57.20578980490875,-4.618345698064378,0.3914077343567785,4.087e-16,24273.076917938128,10938.723902987926
BackS028565,33.6112,25.6662,1.072e-13,8.377e-14,3.7e-14,0.0,-113.34,1,51.97255574614066,-4.306519693871633,0.37237358007180155,8.377000000000001e-16,24277.0490255167,10408.54402472484
BackS028657,33.5405,25.7721,9.039e-14,6.915e-14,2.893e-14,-0.0,-113.02,1,52.09169054441261,-4.313618426259344,0.37279691146388816,6.915e-16,26502.979134232515,11375.80558413041
BackS028714,33.4963,25.5712,1.245e-13,1.029e-13,5.072e-14,-0.0,-113.81,1,50.92436974789916,-4.244062779502439,0.36867024672949594,1.029e-15,23537.53196779124,9991.135219028285
BackS029068,33.653,25.6689,9.145e-14,7.084e-14,3.107e-14,0.0,-114.37,1,52.69565217391304,-4.349605913059656,0.37495048256055413,7.084e-16,25122.205695906017,10845.423304182454
BackS029128,33.7471,25.7413,1.151e-13,8.991e-14,3.993e-14,0.001,-113.79,1,50.92436974789916,-4.244062779502439,0.36867024672949594,8.991000000000002e-16,25180.515186863377,10688.543406378036
BackS029398,30.1164,25.6472,9.41e-14,7.215e-14,3.069e-14,0.0,-112.82,1,52.331606217616574,-4.327913973692974,0.3736509009377059,7.215e-16,25522.595965015193,10980.090143574133
BackS030027,30.1139,25.8233,4.838e-14,4.503e-14,2.828e-14,-0.001,-112.63,1,55.39305301645338,-4.510332476593773,0.3847160782484805,4.503e-16,26186.821519686368,11599.425731242345
BackS030036,30.3084,25.6091,1.339e-13,1.022e-13,4.286e-14,0.001,-112.76,1,49.699289229086936,-4.171065478272324,0.364391464836364,1.022e-15,25688.68142729864,10777.711269642052
BackS030070,29.9958,25.536,4.273e-14,3.293e-14,1.399e-14,-0.0,-112.62,1,55.93846153846154,-4.542831034495178,0.3867188740450029,3.293e-16,29497.731446477766,13134.001559636368
BackS030123,30.2386,25.6889,6.163e-14,4.767e-14,2.038e-14,0.0,-112.89,1,54.85817742908872,-4.478461531156368,0.3827609882181453,4.767e-16,26402.597706127068,11635.578282909293
BackS030684,32.0172,29.2879,7.317e-14,6.332e-14,3.411e-14,0.001,-113.87,1,53.69167158889545,-4.408954444156214,0.37852882832447077,6.332e-16,24817.173951888806,10815.972156136058
BackS030698,31.9899,29.2863,6.873e-14,5.545e-14,2.515e-14,0.0,-111.98,1,52.69565217391304,-4.349605913059656,0.37495048256055413,5.545e-16,28395.287368527224,12258.434433795303
BackS030721,31.9982,29.2519,7.907e-14,7.357e-14,4.546e-14,0.0,-113.08,1,52.452394691286784,-4.335111241515157,0.37408159626579063,7.357e-16,25066.517485891523,10796.308921135194
BackS030744,32.0162,29.2828,6.622e-14,5.592e-14,2.997e-14,0.001,-114.69,1,55.25835866261397,-4.502306616929673,0.3842228926064412,5.592e-16,23717.183304949987,10492.036237012788
BackS031020,31.6403,29.6382,5.715e-14,5.466e-14,3.697e-14,0.0,-112.58,1,53.188999414862494,-4.379002362195546,0.3767187781834087,5.465999999999999e-16,27648.018107040854,11992.11610766028
BackS031105,31.9385,29.3443,7.366e-14,5.605e-14,2.4e-14,-0.0,-112.61,1,52.452394691286784,-4.335111241515157,0.37408159626579063,5.605e-16,28718.157353534876,12369.09349729343
BackS031162,31.8369,29.3749,4.926e-14,4.01e-14,1.932e-14,0.001,-113.39,1,55.93846153846154,-4.542831034495178,0.3867188740450029,4.01e-16,26730.820921817798,11902.021832239481
BackS031172,32.4201,29.3564,7.291e-14,6.217e-14,3.37e-14,0.0,-112.94,1,53.565114908662345,-4.401413473609545,0.3780723304081272,6.217e-16,25264.041700819507,10997.45182293367
BackS031254,31.953,29.411,5.264e-14,5.044e-14,3.346e-14,0.0,-113.58,1,55.80110497237568,-4.534646545005274,0.38621361884849514,5.044e-16,24059.643532453974,10698.673198936745
BackS031606,32.0658,29.0648,7.234e-14,5.678e-14,2.481e-14,-0.001,-112.32,1,52.818128994770476,-4.356903782259719,0.3753887118546447,5.678e-16,27825.976548557748,12026.697268677686
BackS031810,41.6768,36.3356,2.303e-14,2.453e-14,2.034e-14,-0.0,-107.03,1,58.08306709265176,-4.670618894358286,0.39468150548201897,2.453e-16,29501.342439530374,13406.040856586003
BackS031995,41.6564,36.1993,7.465e-14,5.925e-14,2.731e-14,-0.0,-107.34,1,51.97255574614066,-4.306519693871633,0.37237358007180155,5.925e-16,28866.622693190442,12376.278221928544
BackS032027,41.6791,36.3228,5.558e-14,4.834e-14,2.63e-14,-0.001,-107.11,1,53.69167158889545,-4.408954444156214,0.37852882832447077,4.834e-16,28403.34277067783,12378.918129211825
BackS032285,41.6569,36.3652,4.928e-14,4.249e-14,2.292e-14,-0.001,-108.42,1,54.85817742908872,-4.478461531156368,0.3827609882181453,4.2489999999999996e-16,27965.711230090197,12324.439658429417
BackS032295,41.6433,36.3037,2.2e-14,2.172e-14,1.566e-14,-0.001,-106.93,1,59.14118412491867,-4.733667556511521,0.3986597099590171,2.172e-16,29156.561900251218,13382.896506985759
BackS032501,41.6449,36.335,9.586e-14,7.766e-14,3.618e-14,0.0,-107.59,1,50.92436974789916,-4.244062779502439,0.36867024672949594,7.765999999999999e-16,27093.799783024115,11500.688245475187
BackS032530,41.7013,36.29,6.499e-14,4.953e-14,2.109e-14,-0.0,-107.43,1,53.818827708703374,-4.41653113273981,0.37898801766388607,4.953e-16,27816.3581603478,12137.79937972354
BackS032580,41.5685,36.3634,4.325e-14,4.366e-14,3.092e-14,0.0,-107.93,1,55.12431776834445,-4.494319694122645,0.3837326646257598,4.3660000000000003e-16,27089.331464897325,11968.5230911002
