Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BackDG0073,12.0477,-37.8169,7.19E-18,5.63E-18,2.64E-18,63.6242,-1653.53
BackDG0074,11.7407,-37.0211,7.29E-18,6.58E-18,2.84E-18,44.1905,-1653.54
BackDG0075,11.8814,-37.5769,6.98E-18,5.41E-18,2.81E-18,92.7411,-1653.29
BackDG0076,11.8107,-37.6596,6.87E-18,5.54E-18,2.53E-18,84.3906,-1653.4
BackDG0077,11.5349,-37.8489,1.00E-17,8.70E-18,3.79E-18,42.8442,-1653.74
BackDG0078,12.1675,-37.6766,1.16E-17,9.06E-18,4.26E-18,44.4874,-1653.7
BackDG0079,12.0344,-37.2199,6.69E-18,5.58E-18,2.37E-18,53.1508,-1653.59
BackDG0080,11.7944,-37.1285,6.74E-18,5.82E-18,2.81E-18,74.2,-1653.87
BackDG0081,11.6154,-37.0173,9.57E-18,8.59E-18,4.02E-18,38.3243,-1653.15
BackDG0082,11.4323,-37.2279,1.05E-17,9.53E-18,4.50E-18,48.694,-1653.61
BackDG0122,15.0002,-12.9136,7.22E-18,5.52E-18,2.84E-18,77.77,-1644.63
BackDG0123,14.8962,-12.9385,1.04E-17,7.97E-18,3.47E-18,42.611,-1644.55
BackDG0124,14.8797,-12.95,9.53E-18,8.63E-18,3.90E-18,56.5156,-1644.87
BackDG0125,14.9291,-12.8695,9.70E-18,8.17E-18,3.55E-18,46.4831,-1644.7
BackDG0126,15.0462,-12.7966,1.26E-17,1.10E-17,4.99E-18,45.284,-1644.92
BackDG0127,15.0367,-12.8654,1.15E-17,8.59E-18,4.29E-18,54.099,-1644.88
BackDG0128,14.9732,-12.8802,9.85E-18,8.40E-18,3.93E-18,43.6658,-1645.06
BackDG0129,14.9457,-12.9023,1.02E-17,8.11E-18,3.55E-18,40.5083,-1644.94
BackDG0145,-4.5001,43.6207,6.46E-18,5.65E-18,2.49E-18,44.5759,-1754.91
BackDG0187,40.9036,-41.5939,2.81E-17,2.33E-17,8.35E-18,155.3255,-1576.14
BackDG0188,41.3107,-41.8673,1.12E-17,9.49E-18,4.31E-18,54.0896,-1576.54
BackDG0189,40.8919,-41.4056,1.06E-17,8.70E-18,4.04E-18,43.4268,-1576.38
BackDG0190,41.1661,-41.5463,1.16E-17,9.27E-18,4.10E-18,53.8017,-1576.56
BackDG0191,40.7972,-41.4128,1.08E-17,9.42E-18,3.69E-18,46.3186,-1576.51
BackDG0192,40.7,-41.4403,1.17E-17,9.43E-18,4.88E-18,54.3371,-1576.58
BackDG0193,40.7275,-41.7815,1.06E-17,9.07E-18,3.88E-18,41.5193,-1576.48
BackDG0194,40.7014,-41.574,1.13E-17,9.18E-18,3.95E-18,66.2268,-1576.62
BackDG0195,40.86,-41.9539,6.95E-18,6.40E-18,3.02E-18,53.4351,-1576.82
BackDG0196,40.799,-41.2666,1.60E-17,1.24E-17,4.99E-18,53.1985,-1576.37
BackDG0197,40.7156,-41.2743,1.05E-17,9.35E-18,4.00E-18,39.2938,-1576.56
BackDG0198,40.9041,-41.8502,1.14E-17,9.93E-18,4.53E-18,45.32,-1576.48
BackDG0199,-26.992,-22.5793,4.36E-17,3.67E-17,1.22E-17,134.4327,-1337.74
BackDG0200,-26.9727,-22.593,1.48E-17,1.32E-17,5.93E-18,48.9533,-1337.7
BackDG0201,-27.0127,-22.7293,1.74E-17,1.34E-17,5.67E-18,63.2807,-1337.88
BackDG0202,-27.0779,-22.7265,1.57E-17,1.33E-17,5.94E-18,56.6419,-1338.06
BackDG0203,-27.1642,-22.4889,1.51E-17,1.43E-17,6.23E-18,74.1574,-1337.97
BackDG0204,-27.0306,-22.6957,2.02E-17,1.87E-17,7.33E-18,62.4337,-1337.64
BackDG0205,-26.9075,-22.551,1.65E-17,1.35E-17,5.71E-18,46.5539,-1337.76
BackDG0206,-27.0952,-22.5018,1.46E-17,1.23E-17,5.62E-18,42.7084,-1338
BackDG0207,-27.1849,-22.6776,1.16E-17,9.17E-18,4.39E-18,66.9296,-1338.05
BackDG0208,-27.1006,-22.4522,1.57E-17,1.32E-17,5.78E-18,53.8722,-1337.89
BackDG0230,31.0328,23.219,7.61E-18,5.69E-18,2.83E-18,61.2069,-1597.23
BackDG0231,31.0087,23.17,1.09E-17,8.62E-18,4.41E-18,58.578,-1597.3
BackDG0232,30.9967,23.2985,1.03E-17,9.07E-18,4.59E-18,45.3302,-1597.52
BackDG0233,31.1438,23.2744,9.79E-18,8.23E-18,4.01E-18,48.0905,-1597.23
BackDG0234,31.0872,23.356,9.84E-18,8.66E-18,3.55E-18,44.5037,-1597.16
BackDG0240,7.3947,-2.6841,1.32E-17,1.17E-17,5.09E-18,54.1174,-1371.48
BackDG0241,7.465,-2.6969,2.27E-17,1.66E-17,7.02E-18,56.7879,-1371.38
BackDG0242,7.3561,-2.679,1.44E-17,1.28E-17,5.66E-18,56.0627,-1371.6
BackDG0247,-40.887,11.297,7.44E-18,6.84E-18,3.28E-18,130.8437,-1431.06
BackDG0248,-41.0036,11.4884,1.41E-17,1.19E-17,5.37E-18,52.7575,-1430.8
BackDG0249,-41.0567,11.3209,1.19E-17,1.05E-17,4.93E-18,46.9904,-1430.6
BackDG0250,-40.7448,11.3836,1.28E-17,1.12E-17,5.07E-18,76.7215,-1430.82
BackDG0251,-40.8529,11.1944,1.30E-17,9.97E-18,5.07E-18,49.2444,-1430.64
BackDG0252,-40.734,11.4397,1.23E-17,1.06E-17,5.14E-18,68.3192,-1430.81
BackDG0253,-41.0675,11.2947,1.23E-17,9.96E-18,4.67E-18,42.5182,-1430.98
BackDG0254,-40.6092,11.3185,1.27E-17,1.04E-17,4.74E-18,48.5834,-1430.81
BackDG0255,-40.8912,11.1556,9.98E-18,7.58E-18,3.18E-18,47.9986,-1430.66
BackDG0321,3.9339,27.4776,3.15E-17,2.27E-17,8.89E-18,102.3689,-1522
BackDG0322,3.8656,27.3135,8.50E-18,6.41E-18,3.01E-18,45.6781,-1522.03
BackDG0323,3.8209,27.544,1.19E-17,8.54E-18,3.95E-18,48.7532,-1521.87
BackDG0324,3.9305,27.3605,1.07E-17,8.62E-18,4.24E-18,46.1492,-1521.87
BackDG0325,4.0223,27.2568,1.20E-17,9.69E-18,4.69E-18,44.0204,-1521.69
BackDG0326,3.7253,27.6185,1.22E-17,8.58E-18,4.00E-18,42.1859,-1522.02
BackDG0327,4.091,27.5005,1.27E-17,9.73E-18,4.04E-18,48.3182,-1521.86
BackDG0328,3.9901,27.4341,1.03E-17,1.01E-17,4.45E-18,38.4789,-1521.77
BackDG0329,3.8819,27.5078,1.05E-17,9.52E-18,4.28E-18,42.7955,-1522
BackDG0330,3.9704,27.3,1.06E-17,8.61E-18,4.06E-18,40.8961,-1521.6
BackDG0331,4.0737,27.6172,1.20E-17,1.10E-17,4.72E-18,52.2046,-1522.02
BackDG0332,3.7897,27.5737,1.07E-17,9.02E-18,4.18E-18,45.4009,-1522.18
BackDG0333,25.2302,0.7451,5.89E-17,4.74E-17,1.49E-17,193.051,-1092.03
BackDG0334,25.6484,0.7124,2.14E-17,1.93E-17,8.49E-18,82.1411,-1092.42
BackDG0335,25.3363,0.8422,1.41E-17,1.16E-17,5.32E-18,75.8026,-1092.24
BackDG0336,25.3184,0.5637,1.72E-17,1.32E-17,6.24E-18,118.447,-1092.62
BackDG0337,25.298,0.7414,1.94E-17,1.74E-17,8.01E-18,66.6718,-1092.38
BackDG0338,25.1971,0.6905,2.78E-17,2.38E-17,8.32E-18,62.3611,-1092.24
BackDG0339,25.0657,0.7179,1.69E-17,1.32E-17,5.96E-18,117.2908,-1092.74
BackDG0340,25.4939,0.8409,1.87E-17,1.67E-17,7.29E-18,62.2712,-1092.43
BackDG0341,25.5172,0.659,2.13E-17,1.96E-17,8.62E-18,74.7585,-1092.54
BackDG0342,25.2112,0.4186,2.16E-17,1.89E-17,8.04E-18,70.4411,-1092.36
BackDG0343,25.1577,0.4476,2.03E-17,1.64E-17,7.23E-18,58.8096,-1092.4
BackDG0344,25.4591,0.8263,2.21E-17,1.75E-17,8.11E-18,69.9204,-1092.38
BackDG0345,25.281,0.6744,2.17E-17,1.87E-17,7.48E-18,66.1748,-1092.5
BackDG0346,25.4119,0.6546,1.47E-17,1.14E-17,5.92E-18,100.0925,-1092.48
BackDG0347,25.3708,0.78,2.03E-17,1.65E-17,7.89E-18,60.6358,-1092.46
BackDG0348,25.5016,0.77,2.11E-17,1.83E-17,8.24E-18,67.7207,-1092.02
BackDG0349,25.3871,0.7039,2.18E-17,1.78E-17,8.51E-18,68.8771,-1092.1
BackDG0350,25.3807,1.1133,3.08E-17,2.22E-17,9.17E-18,60.1874,-1092.21
BackDG0362,-43.4717,17.8435,2.24E-17,1.75E-17,6.73E-18,122.7888,-1842.27
BackDG0363,-43.7288,17.5608,9.23E-18,7.27E-18,3.56E-18,39.11,-1842.23
BackDG0364,-43.7568,18.1255,1.28E-17,1.02E-17,4.23E-18,36.1664,-1842.17
BackDG0365,-43.3376,17.9029,7.93E-18,6.64E-18,3.12E-18,36.0236,-1842.48
BackDG0366,-43.071,17.4793,5.87E-18,4.53E-18,2.35E-18,36.5301,-1842.22
BackDG0367,-42.7694,17.7037,5.80E-18,4.97E-18,2.28E-18,46.5032,-1842.09
BackDG0368,-43.0901,17.7867,5.35E-18,4.55E-18,2.10E-18,48.9583,-1842.35
BackDG0369,-42.9702,17.6915,9.18E-18,7.32E-18,3.33E-18,42.0319,-1842
BackDG0370,-42.913,17.988,6.10E-18,5.14E-18,2.31E-18,40.9239,-1841.79
BackDG0371,-43.6916,17.5364,9.00E-18,6.85E-18,3.60E-18,45.1791,-1842.26
BackDG0372,-42.8261,17.4787,8.61E-18,6.94E-18,3.47E-18,45.6855,-1842.13
BackDG0373,-43.1812,18.1638,8.25E-18,6.74E-18,3.36E-18,44.3011,-1842.15
BackDG0374,-43.856,17.6838,7.54E-18,7.08E-18,3.08E-18,39.4735,-1842.33
BackDG0375,-43.6542,17.7674,5.24E-18,5.02E-18,2.33E-18,58.227,-1842.21
BackDG0376,-43.0955,17.6505,7.69E-18,6.30E-18,3.27E-18,34.8595,-1842.51
BackDG0377,-43.2957,17.867,8.52E-18,6.74E-18,2.82E-18,37.5116,-1842.2
BackDG0378,-43.2528,17.4611,9.27E-18,6.71E-18,3.50E-18,45.9624,-1842.1
BackDG0379,-43.6585,18.1203,9.33E-18,7.52E-18,3.65E-18,47.006,-1842.2
BackDG0380,-42.8678,17.4791,8.88E-18,7.70E-18,3.49E-18,39.9739,-1842.08
BackDG0381,-43.8556,17.7916,8.95E-18,7.24E-18,3.67E-18,45.4191,-1842.49
BackDG0382,-43.3939,17.5313,8.48E-18,7.36E-18,3.52E-18,40.3777,-1842.42
BackDG0383,-43.807,17.5834,1.31E-17,9.36E-18,4.30E-18,45.1256,-1842.25
BackDG0384,-43.1587,18.0715,9.14E-18,7.40E-18,3.60E-18,44.3953,-1842.19
BackDG0385,-43.2694,17.7116,8.80E-18,6.84E-18,3.38E-18,46.8862,-1842.06
BackDG0386,-42.8014,17.6431,7.76E-18,7.49E-18,3.54E-18,47.1154,-1841.99
BackDG0387,-43.5809,18.1098,7.75E-18,7.15E-18,3.31E-18,38.624,-1842.03
BackDG0388,-43.7822,17.7685,7.91E-18,7.44E-18,2.95E-18,33.5977,-1842.05
BackDG0470,28.5683,5.5784,9.96E-18,8.69E-18,4.01E-18,97.4082,-1449.83
BackDG0471,28.612,5.6014,9.80E-18,7.81E-18,3.25E-18,49.2418,-1449.81
BackDG0472,28.4616,5.6189,1.28E-17,1.06E-17,4.55E-18,43.4681,-1449.56
BackDG0473,28.3918,5.5781,1.25E-17,1.11E-17,5.01E-18,50.0912,-1450.05
BackDG0474,28.7233,5.5706,1.23E-17,9.49E-18,4.91E-18,45.775,-1449.95
BackDG0475,28.5092,5.6866,9.65E-18,7.52E-18,3.54E-18,53.9127,-1449.66
BackDG0571,16.4642,3.7392,3.73E-17,2.87E-17,1.12E-17,156.693,-1350.53
BackDG0572,16.3498,3.7213,1.43E-17,1.05E-17,4.48E-18,42.2127,-1350.45
BackDG0573,16.5512,3.7368,1.31E-17,1.07E-17,4.75E-18,48.5911,-1350.4
BackDG0574,16.5177,3.7218,1.42E-17,1.28E-17,5.69E-18,52.2802,-1350.09
BackDG0575,16.1831,3.6386,1.88E-17,1.60E-17,6.80E-18,52.0014,-1350.64
BackDG0576,16.5306,3.7994,2.10E-17,1.61E-17,5.88E-18,55.5104,-1350.57
BackDG0577,16.5759,3.8941,1.31E-17,1.09E-17,5.12E-18,56.9797,-1350.5
BackDG0578,16.4818,3.5852,9.82E-18,7.87E-18,3.54E-18,58.2822,-1350.77
BackDG0579,16.4997,3.5851,1.03E-17,8.75E-18,3.88E-18,80.7229,-1350.72
BackDG0580,16.5242,3.6893,1.38E-17,1.08E-17,4.64E-18,45.5208,-1350.26
BackDG0581,16.5701,3.5524,1.36E-17,1.21E-17,5.59E-18,64.3559,-1350.71
BackDG0582,16.3246,3.5818,1.30E-17,9.86E-18,5.25E-18,51.5916,-1350.39
BackDG0583,16.4078,3.6731,1.27E-17,1.10E-17,5.39E-18,53.04,-1350.68
BackDG0584,16.315,3.8041,1.03E-17,8.07E-18,3.76E-18,62.0444,-1350.13
BackDG0585,16.5181,3.5889,1.44E-17,1.07E-17,4.93E-18,38.0162,-1350.13
BackDG0586,16.7292,3.7715,1.09E-17,8.00E-18,3.98E-18,60.5785,-1350.61
BackDG0602,14.2528,27.0401,5.63E-18,4.89E-18,2.29E-18,76.0405,-1823.37
BackDG0603,14.1374,27.0189,8.99E-18,6.92E-18,3.63E-18,47.5761,-1823.07
BackDG0604,14.3184,27.0394,7.96E-18,6.92E-18,3.36E-18,39.8113,-1823.24
BackDG0605,14.2351,26.9786,7.83E-18,6.86E-18,3.13E-18,38.0047,-1823.61
BackDG0606,14.3448,27.1108,1.19E-17,9.96E-18,4.48E-18,39.3819,-1823.53
BackDG0607,14.2967,26.9476,7.90E-18,6.59E-18,3.21E-18,38.6879,-1823.44
BackDG0608,14.3688,27.0407,9.20E-18,7.28E-18,3.35E-18,52.8783,-1823.01
BackDG0609,14.2697,26.9049,8.54E-18,7.08E-18,3.17E-18,42.9008,-1823.03
BackDG0610,14.1322,26.9975,8.03E-18,6.65E-18,3.35E-18,37.7836,-1823.44
BackDG0634,41.8701,-34.2491,2.98E-17,2.31E-17,7.73E-18,127.8351,-1629.24
BackDG0635,41.9268,-34.387,8.74E-18,6.53E-18,3.41E-18,81.6973,-1629.33
BackDG0636,42.0173,-34.2374,1.08E-17,7.73E-18,3.96E-18,43.7107,-1629.33
BackDG0637,41.7713,-34.1856,7.59E-18,6.06E-18,2.33E-18,123.3072,-1629.55
BackDG0638,41.7944,-33.9502,1.19E-17,9.96E-18,4.55E-18,49.9379,-1629.35
BackDG0639,42.6219,-34.6456,7.63E-18,6.73E-18,2.91E-18,60.0192,-1629.66
BackDG0640,41.8198,-34.4128,9.42E-18,8.38E-18,3.72E-18,40.8715,-1629.39
BackDG0641,41.999,-34.661,1.24E-17,1.02E-17,4.43E-18,54.7183,-1629.5
BackDG0642,42.4909,-34.1415,1.06E-17,8.30E-18,3.86E-18,48.9436,-1629.32
BackDG0643,41.1342,-33.7152,9.27E-18,8.89E-18,4.04E-18,49.4228,-1629.21
BackDG0644,41.3517,-33.8508,1.03E-17,8.20E-18,3.77E-18,44.1647,-1629.43
BackDG0645,42.0205,-33.9148,1.05E-17,7.78E-18,3.71E-18,44.5795,-1629.72
BackDG0646,42.1885,-34.9984,1.13E-17,8.66E-18,4.11E-18,51.2752,-1629.28
BackDG0647,42.1425,-34.4965,7.10E-18,6.09E-18,2.83E-18,100.071,-1629.39
BackDG0648,42.068,-34.1173,6.51E-18,5.80E-18,2.87E-18,89.9083,-1629.43
BackDG0649,41.4568,-33.6859,6.43E-18,5.88E-18,2.84E-18,60.5784,-1629.41
BackDG0650,41.1202,-34.2038,1.00E-17,7.98E-18,3.84E-18,44.9443,-1628.99
BackDG0651,41.7181,-34.4811,1.07E-17,9.13E-18,4.37E-18,46.5009,-1629.28
BackDG0652,41.5618,-33.8707,1.05E-17,8.73E-18,4.18E-18,40.0777,-1629.55
BackDG0653,41.2339,-33.7877,7.50E-18,6.54E-18,2.86E-18,44.2135,-1629.45
BackDG0654,41.8187,-34.4434,1.18E-17,9.38E-18,4.36E-18,50.0318,-1629.13
BackDG0655,42.4968,-34.6744,9.81E-18,8.67E-18,3.96E-18,40.2725,-1629.14
BackDG0656,42.4286,-34.485,1.40E-17,1.12E-17,5.31E-18,48.4512,-1629.55
BackDG0657,42.2103,-34.419,1.21E-17,9.76E-18,4.42E-18,50.627,-1629.18
BackDG0658,41.2094,-33.626,9.82E-18,8.21E-18,3.61E-18,44.1583,-1629.54
BackDG0659,41.3963,-34.4418,7.29E-18,6.18E-18,3.07E-18,46.0915,-1629.1
BackDG0660,42.2046,-34.1742,1.06E-17,8.97E-18,3.69E-18,46.9863,-1629.5
BackDG0661,41.5718,-33.5154,9.52E-18,7.74E-18,3.87E-18,40.4445,-1629.36
BackDG0662,42.3335,-34.084,9.62E-18,8.06E-18,4.11E-18,42.5895,-1629.12
BackDG0706,-4.0102,9.0726,8.40E-18,6.96E-18,3.37E-18,37.5332,-1881.12
BackDG0707,-4.0088,9.0282,7.32E-18,6.78E-18,2.93E-18,33.0117,-1881.03
BackDG0771,-38.1058,-3.3552,1.02E-17,7.89E-18,3.75E-18,53.7262,-1341.86
BackDG0781,-3.2308,-15.5844,4.44E-17,3.33E-17,1.17E-17,120.4902,-1328.03
BackDG0782,-3.2071,-15.6066,1.42E-17,1.22E-17,6.08E-18,48.1955,-1328.32
BackDG0783,-3.4292,-15.4994,1.83E-17,1.37E-17,6.60E-18,56.5813,-1328.37
BackDG0784,-3.4619,-15.6538,1.65E-17,1.55E-17,6.17E-18,55.2792,-1328.23
BackDG0785,-3.1939,-15.637,1.48E-17,1.21E-17,5.61E-18,52.6026,-1328.09
BackDG0786,-3.193,-15.6715,1.61E-17,1.32E-17,5.68E-18,75.3348,-1328.13
BackDG0787,-3.2727,-15.7633,1.52E-17,1.23E-17,5.03E-18,53.8755,-1327.99
BackDG0788,-3.143,-15.4847,1.58E-17,1.41E-17,6.07E-18,66.8403,-1328.13
BackDG0789,-3.0271,-15.4269,1.52E-17,1.17E-17,6.02E-18,50.4332,-1328.18
BackDG0790,-3.3037,-15.6625,1.46E-17,1.17E-17,5.53E-18,51.9328,-1327.86
BackDG0791,-3.226,-15.4757,1.58E-17,1.20E-17,5.91E-18,52.9702,-1327.69
BackDG0792,-3.1633,-15.4972,1.40E-17,1.25E-17,5.76E-18,56.0709,-1328.33
BackDG0793,-3.1473,-15.694,1.67E-17,1.30E-17,6.34E-18,55.2196,-1327.88
BackDG0794,-3.3179,-15.5705,1.48E-17,1.28E-17,5.63E-18,47.9648,-1328
BackDG0811,-37.2294,8.8097,8.32E-18,6.41E-18,3.07E-18,54.2721,-1573.65
BackDG0940,-7.141,-13.7716,8.35E-18,7.21E-18,3.01E-18,72.8056,-1611.93
BackDG0941,-7.1038,-13.723,1.13E-17,8.98E-18,4.12E-18,43.056,-1611.84
BackDG0942,-7.1859,-13.6768,1.20E-17,9.05E-18,4.68E-18,51.4463,-1612.16
BackDG0943,-7.1043,-13.8544,1.03E-17,8.92E-18,3.65E-18,44.3666,-1612.05
BackDG0944,-7.1419,-13.7356,9.51E-18,8.09E-18,4.21E-18,38.3035,-1611.71
BackDG0945,-7.042,-13.7152,1.12E-17,9.73E-18,4.37E-18,54.8306,-1611.97
BackDG0946,-16.0029,10.7163,3.16E-17,2.49E-17,8.68E-18,142.8208,-1610.5
BackDG0947,-15.9985,10.8248,7.64E-18,6.48E-18,2.65E-18,114.7595,-1610.49
BackDG0948,-16.4007,10.7647,1.11E-17,9.88E-18,4.35E-18,45.1878,-1610.63
BackDG0949,-16.319,10.8194,1.23E-17,9.64E-18,4.30E-18,50.6414,-1610.56
BackDG0950,-15.8521,10.686,6.59E-18,5.75E-18,2.63E-18,55.5113,-1610.63
BackDG0951,-15.8196,10.4065,1.19E-17,9.69E-18,4.39E-18,48.9194,-1610.56
BackDG0952,-16.0407,10.459,1.16E-17,8.69E-18,4.28E-18,42.3076,-1610.6
BackDG0953,-15.6155,10.3959,1.15E-17,9.55E-18,4.31E-18,51.2536,-1610.41
BackDG0954,-15.8214,10.9502,1.19E-17,9.71E-18,4.15E-18,54.9686,-1610.52
BackDG0955,-15.7436,10.4649,6.76E-18,5.55E-18,2.83E-18,63.3219,-1610.66
BackDG0956,-15.5386,10.6374,1.05E-17,8.52E-18,3.68E-18,36.1183,-1610.46
BackDG0957,-15.748,10.7361,1.09E-17,8.95E-18,4.47E-18,30.8513,-1610.19
BackDG0958,-15.8173,10.8233,1.53E-17,1.14E-17,5.32E-18,46.7474,-1610.85
BackDG0959,-15.8847,10.6815,7.14E-18,5.74E-18,2.52E-18,56.6862,-1610.58
BackDG0960,-16.3632,10.756,1.08E-17,8.47E-18,4.28E-18,40.3749,-1610.82
BackDG0961,-15.9566,10.8343,1.04E-17,8.66E-18,3.96E-18,45.3529,-1610.7
BackDG0962,-15.9466,10.5123,1.19E-17,1.00E-17,4.39E-18,56.0314,-1610.6
BackDG0963,-16.1506,10.9729,9.56E-18,7.66E-18,4.13E-18,41.6164,-1610.8
BackDG0964,-15.6969,10.6131,1.05E-17,8.50E-18,4.04E-18,40.4567,-1610.61
BackDG0965,-15.8225,10.9483,1.13E-17,1.03E-17,4.81E-18,41.5927,-1610.2
BackDG0966,-16.037,10.8441,1.11E-17,8.77E-18,4.15E-18,48.0263,-1610.36
BackDG0967,-16.3636,10.5872,1.08E-17,9.23E-18,3.81E-18,37.7519,-1610.34
BackDG0968,-16.3019,10.5152,1.19E-17,9.33E-18,4.29E-18,46.4631,-1610.48
BackDG0969,-15.9801,10.6676,7.32E-18,6.08E-18,2.78E-18,71.8322,-1610.46
BackDG0970,-15.9522,10.5742,1.13E-17,8.94E-18,3.96E-18,46.4145,-1610.38
BackDG0971,-15.9616,11.0137,1.13E-17,9.16E-18,4.06E-18,54.8423,-1610.87
BackDG0972,-16.2591,10.4949,9.40E-18,8.94E-18,3.94E-18,36.9132,-1610.89
BackDG0973,-16.2319,11.0034,1.12E-17,8.82E-18,3.69E-18,37.2184,-1610.63
BackDG0974,-15.8526,10.5765,7.36E-18,6.58E-18,3.02E-18,75.1722,-1610.81
BackDG0975,-16.0343,10.407,1.14E-17,8.06E-18,4.00E-18,47.058,-1610.7
BackDG0976,-16.4543,10.9677,1.12E-17,9.44E-18,3.97E-18,42.6605,-1610.58
BackDG1024,-8.5264,-5.5837,1.18E-17,1.05E-17,4.86E-18,69.1897,-1232.67
BackDG1090,1.4853,-11.5551,1.65E-17,1.52E-17,6.47E-18,55.3127,-1152.52
BackDG1091,1.4304,-11.5627,1.72E-17,1.50E-17,6.38E-18,52.4815,-1152.43
BackDG1092,1.5362,-11.591,1.81E-17,1.48E-17,6.84E-18,70.2108,-1152.79
BackDG1093,1.5151,-11.4763,1.86E-17,1.58E-17,7.20E-18,73.4874,-1152.52
BackDG1176,6.0166,-10.4048,1.55E-17,1.42E-17,6.38E-18,70.8349,-1231.56
BackDG1177,5.9146,-10.3649,1.74E-17,1.35E-17,6.13E-18,70.8219,-1231.75
BackDG1178,6.0199,-10.3333,1.82E-17,1.43E-17,6.54E-18,53.2427,-1231.48
BackDG1201,19.6443,42.9576,5.74E-18,4.94E-18,2.20E-18,123.7112,-1758.53
BackDG1202,19.5672,42.8698,9.39E-18,7.96E-18,3.88E-18,46.941,-1758
BackDG1203,19.7555,42.898,8.49E-18,7.04E-18,3.12E-18,44.3162,-1758.35
BackDG1204,19.6127,42.8582,9.22E-18,7.13E-18,2.94E-18,34.3378,-1758.07
BackDG1205,19.6775,43.1643,9.00E-18,8.21E-18,3.61E-18,45.1985,-1758.21
BackDG1206,19.8017,43.1134,6.37E-18,5.84E-18,2.37E-18,43.8362,-1758.46
BackDG1207,19.5406,42.8222,8.47E-18,7.59E-18,3.28E-18,48.8406,-1758.22
BackDG1208,19.783,42.9794,8.07E-18,6.93E-18,3.66E-18,41.1278,-1757.94
BackDG1209,19.7605,42.8651,8.56E-18,7.11E-18,3.42E-18,37.6823,-1758.28
BackDG1238,2.5903,-16.4777,3.61E-17,2.74E-17,9.42E-18,166.7897,-1443.02
BackDG1239,2.7013,-16.5789,1.25E-17,1.04E-17,4.75E-18,47.0456,-1442.87
BackDG1240,2.6486,-16.364,1.23E-17,1.08E-17,5.37E-18,53.9809,-1443.37
BackDG1241,2.5241,-16.5192,1.26E-17,1.09E-17,5.13E-18,48.69,-1443.17
BackDG1242,2.7026,-16.5323,1.14E-17,1.02E-17,4.43E-18,45.7286,-1443.17
BackDG1243,2.4419,-16.4637,1.20E-17,1.01E-17,3.98E-18,39.7708,-1442.98
BackDG1244,2.7038,-16.5897,1.29E-17,1.00E-17,4.73E-18,41.4958,-1443.26
BackDG1245,2.4527,-16.5013,1.30E-17,1.16E-17,5.14E-18,61.1839,-1443.24
BackDG1246,2.6909,-16.4834,8.63E-18,7.59E-18,3.36E-18,53.3001,-1442.89
BackDG1247,2.4263,-16.5199,1.15E-17,9.86E-18,4.43E-18,55.1017,-1443.33
BackDG1248,2.5558,-16.4101,8.54E-18,6.80E-18,3.57E-18,50.1828,-1443.05
BackDG1304,6.9477,-7.9172,1.30E-17,1.13E-17,5.35E-18,48.7574,-1308.85
BackDG1305,6.8536,-7.9552,1.27E-17,1.14E-17,5.37E-18,54.3189,-1308.89
